id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sooner Manor,1000 Main Street,Stilwell,Adair,OK,73001,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90001,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8264,-94.67540000000001
333,Enid Commons,2300 Midwest City Avenue,Oklahoma City,Oklahoma,OK,73333,(418) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,OK-ALF-90333,Oklahoma Department of Health,2024-07-14,88,False,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.447599999999994,-97.5064
334,Muskogee Manor,2400 Stillwater Boulevard,Oklahoma City,Oklahoma,OK,73334,(419) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,OK-ALF-90334,Oklahoma Department of Health,2024-08-15,89,False,True,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4576,-97.49640000000001
335,Bartlesville Village,2500 Enid Drive,Oklahoma City,Oklahoma,OK,73335,(420) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,50,OK-ALF-90335,Oklahoma Department of Health,2024-09-16,90,True,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4676,-97.4864
336,Shawnee Commons,2600 Muskogee Street,Oklahoma City,Oklahoma,OK,73336,(421) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,51,OK-ALF-90336,Oklahoma Department of Health,2024-10-17,91,False,True,True,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.477599999999995,-97.55640000000001
337,Ponca City Manor,2700 Bartlesville Avenue,Oklahoma City,Oklahoma,OK,73337,(422) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,52,OK-ALF-90337,Oklahoma Department of Health,2024-11-18,92,False,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4876,-97.5464
338,Ardmore Village,2800 Shawnee Boulevard,Oklahoma City,Oklahoma,OK,73338,(423) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,53,OK-ALF-90338,Oklahoma Department of Health,2024-03-19,93,True,True,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4976,-97.5364
339,Duncan Commons,2900 Ponca City Drive,Oklahoma City,Oklahoma,OK,73339,(424) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,54,OK-ALF-90339,Oklahoma Department of Health,2024-04-20,94,False,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.5076,-97.52640000000001
340,Sooner State Manor,3000 Ardmore Street,Oklahoma City,Oklahoma,OK,73340,(425) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,55,OK-ALF-90340,Oklahoma Department of Health,2024-05-21,95,False,True,True,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4176,-97.5164
341,Tornado Alley Village,3100 Duncan Avenue,Oklahoma City,Oklahoma,OK,73341,(426) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,56,OK-ALF-90341,Oklahoma Department of Health,2024-06-22,96,True,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4276,-97.5064
342,Route 66 Commons,3200 Sooner State Boulevard,Oklahoma City,Oklahoma,OK,73342,(427) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,57,OK-ALF-90342,Oklahoma Department of Health,2024-07-23,97,False,True,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.437599999999996,-97.49640000000001
343,Cherokee Manor,3300 Tornado Alley Drive,Oklahoma City,Oklahoma,OK,73343,(428) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,58,OK-ALF-90343,Oklahoma Department of Health,2024-08-24,98,False,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.447599999999994,-97.4864
344,Chisholm Trail Village,3400 Route 66 Street,Oklahoma City,Oklahoma,OK,73344,(429) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,59,OK-ALF-90344,Oklahoma Department of Health,2024-09-25,99,True,True,True,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4576,-97.55640000000001
345,Sooner Manor,1000 Main Street,Okmulgee,Okmulgee,OK,73345,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90345,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.okmulgee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.5764,-95.97540000000001
346,Pioneer Village,1100 Oklahoma Avenue,Okmulgee,Okmulgee,OK,73346,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90346,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.okmulgee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.5864,-95.9654
347,Oil Country Commons,1200 Sooner Boulevard,Okmulgee,Okmulgee,OK,73347,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90347,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.okmulgee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.596399999999996,-95.9554
348,Red River Village,1300 Pioneer Drive,Okmulgee,Okmulgee,OK,73348,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90348,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.okmulgee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.606399999999994,-95.9454
349,Oklahoma City Commons,1400 Oil Country Street,Okmulgee,Okmulgee,OK,73349,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90349,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.okmulgee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.6164,-95.9354
350,Sooner Manor,1000 Main Street,Pawhuska,Osage,OK,73350,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90350,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.osage-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.5764,-96.47540000000001
351,Pioneer Village,1100 Oklahoma Avenue,Pawhuska,Osage,OK,73351,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90351,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.osage-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.5864,-96.4654
352,Oil Country Commons,1200 Sooner Boulevard,Pawhuska,Osage,OK,73352,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90352,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.osage-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.596399999999996,-96.4554
353,Red River Village,1300 Pioneer Drive,Pawhuska,Osage,OK,73353,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90353,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.osage-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.606399999999994,-96.4454
354,Oklahoma City Commons,1400 Oil Country Street,Pawhuska,Osage,OK,73354,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90354,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.osage-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6164,-96.4354
355,Sooner Manor,1000 Main Street,Miami,Ottawa,OK,73355,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90355,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.ottawa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.8264,-94.87540000000001
356,Pioneer Village,1100 Oklahoma Avenue,Miami,Ottawa,OK,73356,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90356,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.ottawa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.8364,-94.86540000000001
357,Oil Country Commons,1200 Sooner Boulevard,Miami,Ottawa,OK,73357,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90357,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.ottawa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.846399999999996,-94.8554
358,Red River Village,1300 Pioneer Drive,Miami,Ottawa,OK,73358,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90358,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.ottawa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.856399999999994,-94.84540000000001
359,Oklahoma City Commons,1400 Oil Country Street,Miami,Ottawa,OK,73359,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90359,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.ottawa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.8664,-94.8354
360,Sooner Manor,1000 Main Street,Pawnee,Pawnee,OK,73360,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90360,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.pawnee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2764,-96.87540000000001
361,Pioneer Village,1100 Oklahoma Avenue,Pawnee,Pawnee,OK,73361,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90361,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.pawnee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2864,-96.86540000000001
362,Oil Country Commons,1200 Sooner Boulevard,Pawnee,Pawnee,OK,73362,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90362,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.pawnee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2964,-96.8554
363,Red River Village,1300 Pioneer Drive,Pawnee,Pawnee,OK,73363,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90363,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.pawnee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3064,-96.84540000000001
364,Oklahoma City Commons,1400 Oil Country Street,Pawnee,Pawnee,OK,73364,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90364,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.pawnee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3164,-96.8354
365,Sooner Manor,1000 Main Street,Stillwater,Payne,OK,73365,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90365,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.payne-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.0656,-97.09830000000001
366,Pioneer Village,1100 Oklahoma Avenue,Stillwater,Payne,OK,73366,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90366,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.payne-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.0756,-97.0883
367,Oil Country Commons,1200 Sooner Boulevard,Stillwater,Payne,OK,73367,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90367,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.payne-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.0856,-97.0783
368,Red River Village,1300 Pioneer Drive,Stillwater,Payne,OK,73368,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90368,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.payne-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.0956,-97.06830000000001
369,Oklahoma City Commons,1400 Oil Country Street,Stillwater,Payne,OK,73369,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90369,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.payne-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.1056,-97.0583
370,Tulsa Manor,1500 Red River Avenue,Stillwater,Payne,OK,73370,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90370,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.payne-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.1156,-97.0483
371,Norman Village,1600 Oklahoma City Boulevard,Stillwater,Payne,OK,73371,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90371,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.payne-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.1256,-97.0383
372,Broken Arrow Commons,1700 Tulsa Drive,Stillwater,Payne,OK,73372,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90372,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.payne-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.135600000000004,-97.0283
373,Sooner Manor,1000 Main Street,McAlester,Pittsburg,OK,73373,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90373,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.pittsburg-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.876400000000004,-95.7754
374,Pioneer Village,1100 Oklahoma Avenue,McAlester,Pittsburg,OK,73374,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90374,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.pittsburg-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8864,-95.7654
375,Oil Country Commons,1200 Sooner Boulevard,McAlester,Pittsburg,OK,73375,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90375,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.pittsburg-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8964,-95.7554
376,Red River Village,1300 Pioneer Drive,McAlester,Pittsburg,OK,73376,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90376,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.pittsburg-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9064,-95.7454
377,Oklahoma City Commons,1400 Oil Country Street,McAlester,Pittsburg,OK,73377,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90377,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.pittsburg-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9164,-95.7354
378,Sooner Manor,1000 Main Street,Ada,Pontotoc,OK,73378,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90378,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.pontotoc-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.726400000000005,-96.72540000000001
379,Pioneer Village,1100 Oklahoma Avenue,Ada,Pontotoc,OK,73379,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90379,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.pontotoc-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7364,-96.7154
380,Oil Country Commons,1200 Sooner Boulevard,Ada,Pontotoc,OK,73380,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90380,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.pontotoc-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7464,-96.7054
381,Red River Village,1300 Pioneer Drive,Ada,Pontotoc,OK,73381,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90381,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.pontotoc-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7564,-96.6954
382,Oklahoma City Commons,1400 Oil Country Street,Ada,Pontotoc,OK,73382,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90382,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.pontotoc-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.766400000000004,-96.6854
383,Sooner Manor,1000 Main Street,Shawnee,Pottawatomie,OK,73383,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90383,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.pottawatomie-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.2764,-96.97540000000001
384,Pioneer Village,1100 Oklahoma Avenue,Shawnee,Pottawatomie,OK,73384,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90384,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.pottawatomie-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.2864,-96.9654
385,Oil Country Commons,1200 Sooner Boulevard,Shawnee,Pottawatomie,OK,73385,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90385,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.pottawatomie-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.2964,-96.9554
386,Red River Village,1300 Pioneer Drive,Shawnee,Pottawatomie,OK,73386,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90386,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.pottawatomie-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3064,-96.9454
387,Oklahoma City Commons,1400 Oil Country Street,Shawnee,Pottawatomie,OK,73387,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90387,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.pottawatomie-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3164,-96.9354
388,Tulsa Manor,1500 Red River Avenue,Shawnee,Pottawatomie,OK,73388,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90388,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.pottawatomie-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3264,-96.9254
389,Norman Village,1600 Oklahoma City Boulevard,Shawnee,Pottawatomie,OK,73389,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90389,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.pottawatomie-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3364,-96.9154
390,Broken Arrow Commons,1700 Tulsa Drive,Shawnee,Pottawatomie,OK,73390,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90390,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.pottawatomie-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3464,-96.9054
391,Sooner Manor,1000 Main Street,Antlers,Pushmataha,OK,73391,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90391,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.pushmataha-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.5764,-95.0754
392,Pioneer Village,1100 Oklahoma Avenue,Antlers,Pushmataha,OK,73392,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90392,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.pushmataha-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.5864,-95.0654
393,Oil Country Commons,1200 Sooner Boulevard,Antlers,Pushmataha,OK,73393,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90393,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.pushmataha-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.596399999999996,-95.05539999999999
394,Red River Village,1300 Pioneer Drive,Antlers,Pushmataha,OK,73394,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90394,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.pushmataha-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.606399999999994,-95.0454
395,Oklahoma City Commons,1400 Oil Country Street,Antlers,Pushmataha,OK,73395,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90395,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.pushmataha-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.6164,-95.0354
396,Sooner Manor,1000 Main Street,Cheyenne,Roger Mills,OK,73396,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90396,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.rogermills-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.476400000000005,-99.87540000000001
397,Pioneer Village,1100 Oklahoma Avenue,Cheyenne,Roger Mills,OK,73397,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90397,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.rogermills-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4864,-99.86540000000001
398,Oil Country Commons,1200 Sooner Boulevard,Cheyenne,Roger Mills,OK,73398,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90398,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.rogermills-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4964,-99.8554
399,Red River Village,1300 Pioneer Drive,Cheyenne,Roger Mills,OK,73399,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90399,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.rogermills-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.5064,-99.84540000000001
400,Oklahoma City Commons,1400 Oil Country Street,Cheyenne,Roger Mills,OK,73400,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90400,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.rogermills-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.516400000000004,-99.8354
401,Sooner Manor,1000 Main Street,Claremore,Rogers,OK,73401,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90401,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2764,-95.67540000000001
402,Pioneer Village,1100 Oklahoma Avenue,Claremore,Rogers,OK,73402,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90402,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2864,-95.6654
403,Oil Country Commons,1200 Sooner Boulevard,Claremore,Rogers,OK,73403,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90403,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2964,-95.6554
404,Red River Village,1300 Pioneer Drive,Claremore,Rogers,OK,73404,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90404,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3064,-95.64540000000001
405,Oklahoma City Commons,1400 Oil Country Street,Claremore,Rogers,OK,73405,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90405,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3164,-95.6354
406,Tulsa Manor,1500 Red River Avenue,Claremore,Rogers,OK,73406,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90406,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3264,-95.6254
407,Norman Village,1600 Oklahoma City Boulevard,Claremore,Rogers,OK,73407,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90407,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3364,-95.61540000000001
408,Broken Arrow Commons,1700 Tulsa Drive,Claremore,Rogers,OK,73408,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90408,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3464,-95.6054
409,Lawton Manor,1800 Norman Street,Claremore,Rogers,OK,73409,(413) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,OK-ALF-90409,Oklahoma Department of Health,2024-11-09,83,False,True,True,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3564,-95.67540000000001
410,Edmond Village,1900 Broken Arrow Avenue,Claremore,Rogers,OK,73410,(414) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,OK-ALF-90410,Oklahoma Department of Health,2024-03-10,84,True,False,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3664,-95.6654
411,Moore Commons,2000 Lawton Boulevard,Claremore,Rogers,OK,73411,(415) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,OK-ALF-90411,Oklahoma Department of Health,2024-04-11,85,False,True,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2764,-95.6554
412,Midwest City Manor,2100 Edmond Drive,Claremore,Rogers,OK,73412,(416) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,OK-ALF-90412,Oklahoma Department of Health,2024-05-12,86,False,False,False,https://www.rogers-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2864,-95.64540000000001
413,Sooner Manor,1000 Main Street,Seminole,Seminole,OK,73413,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90413,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.seminole-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1764,-96.72540000000001
414,Pioneer Village,1100 Oklahoma Avenue,Seminole,Seminole,OK,73414,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90414,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.seminole-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1864,-96.7154
