id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Chesapeake Bay Manor,1000 Main Street,Cumberland,Allegany,MD,20001,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20001,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.allegany-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5764,-78.8054
337,Gaithersburg Village,1600 Frederick Boulevard,Willards,Wicomico,MD,20337,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20337,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3364,-75.5954
338,Silver Spring Manor,1700 Rockville Drive,Mardela Springs,Wicomico,MD,20338,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20338,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3464,-75.58539999999999
339,Bethesda Commons,1800 Gaithersburg Street,Salisbury,Wicomico,MD,20339,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20339,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3564,-75.6554
340,Towson Village,1900 Silver Spring Avenue,Fruitland,Wicomico,MD,20340,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20340,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3664,-75.6454
341,Chesapeake Bay Manor,1000 Main Street,Ocean City,Worcester,MD,20341,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20341,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2764,-75.25540000000001
342,Old Line Village,1100 Maryland Avenue,Berlin,Worcester,MD,20342,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20342,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2864,-75.2454
343,Baltimore Commons,1200 Chesapeake Boulevard,Pocomoke City,Worcester,MD,20343,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20343,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2964,-75.2354
344,Annapolis Village,1300 Old Line Drive,Snow Hill,Worcester,MD,20344,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20344,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3064,-75.22540000000001
345,Frederick Manor,1400 Baltimore Street,Ocean Pines,Worcester,MD,20345,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20345,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3164,-75.2154
346,Rockville Commons,1500 Annapolis Avenue,Bishopville,Worcester,MD,20346,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20346,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3264,-75.2054
347,Gaithersburg Village,1600 Frederick Boulevard,Stockton,Worcester,MD,20347,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20347,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3364,-75.1954
348,Silver Spring Manor,1700 Rockville Drive,Girdletree,Worcester,MD,20348,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20348,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3464,-75.1854
349,Bethesda Commons,1800 Gaithersburg Street,Ocean City,Worcester,MD,20349,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20349,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3564,-75.25540000000001
350,Towson Village,1900 Silver Spring Avenue,Berlin,Worcester,MD,20350,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20350,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.worcester-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3664,-75.2454
