name,address,city,province,postal_code,phone,facility_type,capacity,base_price_cad,care_types,data_source,country,currency,collection_date,data_quality,verified,international,expansion_phase
Heritage Gardens - Kitchener,8838 Yonge Street,Kitchener,Ontario,M1V 85W,(437) 639-6292,Memory Care,220,5974,"['Independent Living', 'Assisted Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512507,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Mississauga,8497 Dundas Street,Mississauga,Ontario,P4K 55R,(825) 709-8976,Supportive Living,226,6449,"['Memory Care', 'Long-Term Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512508,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Brampton,831 College Street,Brampton,Ontario,N1C 57K,(778) 628-3682,Supportive Living,100,5346,"['Memory Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512510,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Toronto,8263 Main Street,Toronto,Ontario,P7O 30C,(438) 608-2764,Memory Care,117,3519,"['Memory Care', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512511,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Toronto,4035 Yonge Street,Toronto,Ontario,L7J 21F,(450) 474-7948,Supportive Living,81,5359,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512513,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Brampton,4647 Main Street,Brampton,Ontario,K0D 00V,(403) 939-8333,Supportive Living,163,5727,"['Long-Term Care', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512515,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Toronto,6823 Queen Street,Toronto,Ontario,P1M 50J,(647) 793-5643,Memory Care,109,3643,"['Independent Living', 'Assisted Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512517,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Hamilton,7652 Queen Street,Hamilton,Ontario,P5E 86F,(873) 511-3260,Continuing Care,142,5247,"['Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512518,government_sourced,True,True,Canadian_Big_4
Thornhill Care Centre - Toronto,4548 King Street,Toronto,Ontario,L2Y 76E,(873) 302-4830,Supportive Living,101,5940,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512520,government_sourced,True,True,Canadian_Big_4
Thornhill Care Centre - Brampton,4493 College Street,Brampton,Ontario,K4S 76D,(403) 617-8764,Long-Term Care,143,3591,"['Long-Term Care', 'Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512521,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Markham,7839 Yonge Street,Markham,Ontario,P9F 09K,(604) 928-3334,Memory Care,128,4011,"['Memory Care', 'Long-Term Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512523,government_sourced,True,True,Canadian_Big_4
Riverside Retirement - Toronto,5477 King Street,Toronto,Ontario,M4E 40I,(236) 479-3403,Memory Care,152,6047,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512525,government_sourced,True,True,Canadian_Big_4
Thornhill Care Centre - Windsor,8039 Main Street,Windsor,Ontario,M2O 74L,(450) 542-9961,Continuing Care,195,4798,"['Long-Term Care', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512526,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Brampton,7246 Bay Street,Brampton,Ontario,K2G 31E,(579) 919-3110,Supportive Living,50,6378,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512528,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Ottawa,660 Yonge Street,Ottawa,Ontario,P2J 80R,(819) 700-4748,Independent Living,214,3694,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512529,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Markham,9533 Yonge Street,Markham,Ontario,M1N 30E,(416) 125-5789,Continuing Care,238,6480,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512531,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Mississauga,9565 King Street,Mississauga,Ontario,K7D 52O,(438) 878-7957,Memory Care,277,4695,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512533,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - London,2824 Yonge Street,London,Ontario,N2D 45X,(403) 682-8753,Independent Living,183,6769,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512535,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Ottawa,1615 Bloor Street,Ottawa,Ontario,K1P 88Q,(403) 360-6179,Retirement Home,117,4114,"['Memory Care', 'Independent Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512536,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Markham,6089 Yonge Street,Markham,Ontario,P6E 93Q,(450) 788-1493,Retirement Home,191,3820,"['Independent Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512538,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Kingston,9690 College Street,Kingston,Ontario,P9R 51M,(416) 234-2361,Long-Term Care,237,6740,"['Assisted Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512539,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Hamilton,702 Main Street,Hamilton,Ontario,M0Z 94Y,(778) 725-9335,Memory Care,244,5391,"['Assisted Living', 'Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512540,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Mississauga,9316 Dundas Street,Mississauga,Ontario,N5K 56W,(905) 369-7689,Retirement Home,199,7590,"['Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512542,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - London,4237 Main Street,London,Ontario,P5R 78N,(778) 230-6289,Supportive Living,290,6631,"['Assisted Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512543,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Kitchener,5787 Bay Street,Kitchener,Ontario,P8X 58F,(403) 397-2702,Memory Care,117,4216,"['Assisted Living', 'Independent Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512545,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Mississauga,2396 Yonge Street,Mississauga,Ontario,K5P 67Y,(873) 908-7518,Supportive Living,238,6759,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512546,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Markham,5011 Main Street,Markham,Ontario,K7E 04U,(579) 390-4660,Supportive Living,228,7491,"['Memory Care', 'Independent Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512548,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Mississauga,1071 Main Street,Mississauga,Ontario,M5Z 94F,(819) 628-6691,Memory Care,228,6984,"['Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512552,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Brampton,4063 Main Street,Brampton,Ontario,K5X 34E,(587) 253-5678,Long-Term Care,246,7046,"['Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512554,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Hamilton,2024 Bloor Street,Hamilton,Ontario,L5Y 52F,(514) 676-8982,Supportive Living,229,6274,['Memory Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512566,government_sourced,True,True,Canadian_Big_4
Riverside Retirement - Markham,4012 King Street,Markham,Ontario,K0V 51P,(403) 728-7575,Retirement Home,102,7798,"['Assisted Living', 'Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512569,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - London,7498 Main Street,London,Ontario,N3Y 02U,(587) 460-2684,Memory Care,227,4676,"['Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512570,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Mississauga,855 King Street,Mississauga,Ontario,N2K 39K,(289) 195-4412,Assisted Living,74,6934,"['Assisted Living', 'Independent Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512572,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Hamilton,7825 Queen Street,Hamilton,Ontario,L5V 99O,(514) 500-6671,Supportive Living,246,7399,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512573,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Hamilton,170 College Street,Hamilton,Ontario,N5V 42F,(289) 732-8449,Continuing Care,206,7032,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512575,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Ottawa,6987 Yonge Street,Ottawa,Ontario,M6T 53S,(905) 835-6433,Assisted Living,296,7892,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512576,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Toronto,6480 Yonge Street,Toronto,Ontario,N4L 71O,(365) 745-5451,Independent Living,230,7923,"['Long-Term Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512578,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Markham,1334 College Street,Markham,Ontario,P8G 84V,(437) 447-7720,Continuing Care,187,4246,"['Memory Care', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512580,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Ottawa,2659 Dundas Street,Ottawa,Ontario,M2V 11W,(437) 497-8212,Independent Living,202,4854,"['Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512581,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Kitchener,7200 Dundas Street,Kitchener,Ontario,P9O 80Y,(604) 811-8264,Independent Living,117,5602,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512583,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Toronto,6169 Main Street,Toronto,Ontario,P9F 76F,(450) 106-1448,Memory Care,278,6377,"['Assisted Living', 'Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512584,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Mississauga,9585 Main Street,Mississauga,Ontario,M0L 80O,(450) 869-2201,Memory Care,57,7296,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512586,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Markham,3107 College Street,Markham,Ontario,P0J 16U,(905) 784-8988,Supportive Living,51,6592,"['Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512587,government_sourced,True,True,Canadian_Big_4
Thornhill Care Centre - Kitchener,3668 King Street,Kitchener,Ontario,M6W 58D,(825) 445-8985,Continuing Care,247,3852,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512589,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Windsor,853 Dundas Street,Windsor,Ontario,K1O 70G,(579) 311-5203,Long-Term Care,234,7414,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512590,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Kingston,3860 Bay Street,Kingston,Ontario,L8B 55Z,(416) 757-6310,Supportive Living,63,7701,"['Long-Term Care', 'Independent Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512591,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Hamilton,4464 Main Street,Hamilton,Ontario,P9T 37G,(873) 932-8895,Memory Care,253,6976,"['Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512593,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Windsor,4498 Yonge Street,Windsor,Ontario,P9S 23Q,(819) 433-4779,Memory Care,71,4606,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512594,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Ottawa,6 Yonge Street,Ottawa,Ontario,P4A 36W,(819) 759-6020,Memory Care,68,7073,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512596,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Mississauga,835 Queen Street,Mississauga,Ontario,N5K 12S,(450) 265-5227,Retirement Home,111,5306,"['Memory Care', 'Long-Term Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512597,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Ottawa,9060 College Street,Ottawa,Ontario,K5J 25P,(450) 453-4884,Retirement Home,240,4599,"['Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512599,government_sourced,True,True,Canadian_Big_4
Riverside Retirement - Ottawa,7941 Dundas Street,Ottawa,Ontario,L2R 95A,(289) 431-5945,Assisted Living,297,6937,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512600,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Markham,9594 College Street,Markham,Ontario,L0W 57W,(437) 640-8378,Long-Term Care,286,3610,"['Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512602,government_sourced,True,True,Canadian_Big_4
Riverside Retirement - London,5953 Bloor Street,London,Ontario,L6R 26T,(579) 442-2294,Retirement Home,82,3835,"['Memory Care', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512604,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Windsor,3314 Queen Street,Windsor,Ontario,K6C 71W,(438) 904-2198,Memory Care,253,5436,"['Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512605,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Markham,5199 College Street,Markham,Ontario,P6T 09C,(365) 779-8318,Independent Living,174,4654,"['Memory Care', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512607,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Hamilton,9841 College Street,Hamilton,Ontario,L5D 01Y,(365) 859-3621,Retirement Home,228,7963,"['Memory Care', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512608,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Kitchener,3254 Bloor Street,Kitchener,Ontario,L8Y 72A,(437) 337-4887,Retirement Home,193,4633,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512610,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Kingston,4845 College Street,Kingston,Ontario,K8D 44L,(437) 408-5973,Supportive Living,50,5181,"['Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512612,government_sourced,True,True,Canadian_Big_4
Riverside Retirement - Windsor,7792 King Street,Windsor,Ontario,N4V 45B,(587) 328-1408,Independent Living,147,5592,"['Long-Term Care', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512613,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Toronto,2014 Main Street,Toronto,Ontario,M0D 80N,(289) 690-8836,Retirement Home,259,3565,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512615,government_sourced,True,True,Canadian_Big_4
Riverside Retirement - Toronto,3889 Bloor Street,Toronto,Ontario,L7W 21A,(236) 488-9543,Assisted Living,196,4776,"['Long-Term Care', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.512616,government_sourced,True,True,Canadian_Big_4
