provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Pearland Family Care,Community Care Center,431 Ranch Road,Pearland,TX,(806) 373-2463,ASL68131,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,Brazoria,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281913
Clute Peaceful Senior Services,Community Care Center,531 Mill Street,Clute,TX,(830) 856-2194,PCH12742,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Brazoria,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281921
Local Care Center,Assisted Living Facility,697 Creek Road,Angleton,TX,(956) 243-8456,PCH23838,Active - Good Standing,Family-Owned,"Senior Care, Meal Services",Assisted Living,Brazoria,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281929
College Station Senior Home,Assisted Living Facility,863 Creek Road,College Station,TX,(214) 473-7006,RC50015,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Brazos,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281938
Bryan Care Services,Senior Care Home,582 Highway,Bryan,TX,(806) 940-8149,ALF34251,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Brazos,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281945
Brazos County Senior Home,Residential Care Facility,378 Creek Road,Kurten,TX,(903) 760-1506,ALF37033,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Brazos,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281953
Kurten Home Care,Senior Care Home,169 Third Street,Kurten,TX,(945) 944-3053,ASL35065,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,Brazos,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281961
College Station Assisted Living,Residential Care Facility,390 Country Lane,College Station,TX,(254) 877-6708,ALF28531,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Brazos,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281971
Kurten Residential Care,Senior Care Home,783 Elm Street,Kurten,TX,(903) 579-1806,LTC12566,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Brazos,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281983
Bryan Residential Care,Residential Care Facility,267 Highway,Bryan,TX,(915) 574-7142,ASL47859,Active,Family-Owned,"Senior Care, Meal Services",Assisted Living,Brazos,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.281991
Brewster County Care Center,Residential Care Facility,695 Mill Street,Terlingua,TX,(254) 604-6763,CCH58880,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Brewster,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282000
Tranquil Brewster Assisted Care,Senior Care Home,101 Second Street,Terlingua,TX,(979) 460-3625,ASL89658,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Brewster,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282008
River Assisted Care,Community Care Center,844 Mill Street,Marathon,TX,(254) 331-9125,LTC97999,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Brewster,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282016
Quitaque Country Care Center,Senior Care Home,483 Second Street,Quitaque,TX,(979) 859-7402,LTC25511,Active,Private,"Assisted Living, Personal Care",Assisted Living,Briscoe,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282025
Quiet Living Center,Assisted Living Facility,209 Elm Street,Quitaque,TX,(915) 576-5238,LTC84588,Licensed,Private,"Residential Care, Companionship",Assisted Living,Briscoe,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282033
Quitaque Creek Senior Services,Community Care Center,502 Second Street,Quitaque,TX,(281) 223-2793,PCH15348,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Briscoe,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282040
Tranquil Senior Living,Community Care Center,715 Church Street,Silverton,TX,(512) 995-7284,LTC40108,Active,Private,"Assisted Living, Medication Management",Assisted Living,Briscoe,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282048
Brooks County Care Facility,Residential Care Facility,217 Oak Street,Rachal,TX,(737) 463-6406,RC79349,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Brooks,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282060
Pioneer Brooks Assisted Care,Personal Care Home,732 State Highway,Rachal,TX,(979) 423-7617,PCH72190,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Brooks,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282068
Rachal Assisted Care,Residential Care Facility,347 Highway,Rachal,TX,(956) 792-7385,PCH47083,Active - Good Standing,Community-Owned,"Personal Care, Transportation",Assisted Living,Brooks,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282076
Meadow Care Services,Personal Care Home,629 Creek Road,Brownwood,TX,(469) 492-7600,LTC92184,Active,Private,"Personal Care, Transportation",Assisted Living,Brown,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282084
Brownwood Valley Family Care,Residential Care Facility,871 Rural Route,Brownwood,TX,(806) 613-8121,PCH54460,Active,Private,"Personal Care, Transportation",Assisted Living,Brown,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282093
River Assisted Care,Residential Care Facility,914 Church Street,May,TX,(945) 524-5293,LTC78759,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Brown,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282101
Early Hometown Living Center,Residential Care Facility,587 Church Street,Early,TX,(469) 667-5558,PCH61497,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Brown,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282109
Heritage Senior Care,Assisted Living Facility,133 Oak Street,Brownwood,TX,(254) 280-1046,ALF38607,Licensed,Private,"Residential Care, Companionship",Assisted Living,Brown,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282116
Village Care Facility,Community Care Center,780 Old Town Road,May,TX,(806) 980-2414,CCH84131,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Brown,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282124
Brownwood Valley Home Care,Residential Care Facility,825 Main Street,Brownwood,TX,(254) 238-2701,PCH35896,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Brown,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282132
Lyons Home Care,Senior Care Home,549 Rural Route,Lyons,TX,(281) 637-6510,ASL26140,Active,Private,"Personal Care, Transportation",Assisted Living,Burleson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282143
River Assisted Living,Assisted Living Facility,681 Elm Street,Deanville,TX,(214) 906-6098,CCH82344,Licensed,Private,"Residential Care, Companionship",Assisted Living,Burleson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282151
Deanville Country Care Home,Family Care Home,541 Hill Road,Deanville,TX,(979) 581-3174,LTC72897,Active,Family-Owned,"Senior Care, Meal Services",Assisted Living,Burleson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282158
Burleson County Assisted Care,Assisted Living Facility,386 Elm Street,Lyons,TX,(956) 531-3644,LTC93550,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Burleson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282166
Country Family Care,Personal Care Home,217 Market Street,Cottonwood Shores,TX,(432) 222-3213,LTC20334,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Burnet,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282175
Small Town Burnet Care Home,Personal Care Home,176 Elm Street,Marble Falls,TX,(956) 248-3805,PCH42152,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Burnet,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282182
Marble Falls Quiet Senior Living,Personal Care Home,716 Country Lane,Marble Falls,TX,(432) 717-9687,ALF55561,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Burnet,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282197
Cottonwood Shores Countryside Care Home,Family Care Home,256 First Street,Cottonwood Shores,TX,(254) 745-1419,CCH90501,Active,Family-Owned,"Senior Care, Meal Services",Assisted Living,Burnet,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282207
Burnet County Living Center,Personal Care Home,196 Creek Road,Marble Falls,TX,(409) 358-4021,PCH50802,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Burnet,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282215
Serene Burnet Residential Care,Personal Care Home,856 Creek Road,Marble Falls,TX,(432) 414-9236,ALF82106,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Burnet,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282223
Cottonwood Shores Ridge Senior Services,Senior Care Home,833 State Highway,Cottonwood Shores,TX,(737) 455-4371,ALF52213,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Burnet,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282232
Luling Country Senior Services,Assisted Living Facility,506 State Highway,Luling,TX,(512) 692-7798,ALF73976,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Caldwell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282240
Serene Senior Care,Assisted Living Facility,674 Third Street,Lockhart,TX,(940) 532-6469,ASL85229,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Caldwell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282248
Prairie Lea Assisted Living,Assisted Living Facility,326 Rural Route,Prairie Lea,TX,(281) 658-7154,CCH44531,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Caldwell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282255
Dale Community Care,Community Care Center,734 State Highway,Dale,TX,(940) 536-1273,RC58559,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Caldwell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282262
Dale Homestead Senior Care,Personal Care Home,876 Rural Route,Dale,TX,(737) 568-7638,LTC81361,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Caldwell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282270
Lake Caldwell Assisted Living,Family Care Home,659 Creek Road,Lockhart,TX,(972) 717-9719,PCH46238,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Caldwell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282279
Martindale Local Care Center,Residential Care Facility,238 First Street,Martindale,TX,(512) 541-1506,PCH52250,Active,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Caldwell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282288
Luling Serene Family Care,Personal Care Home,460 Market Street,Luling,TX,(956) 837-4268,LTC92678,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,Caldwell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282302
Seadrift River Community Care,Family Care Home,852 Old Town Road,Seadrift,TX,(214) 624-8349,CCH65782,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Calhoun,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282318
Creek Calhoun Living Center,Community Care Center,944 First Street,Seadrift,TX,(806) 403-9079,ASL43942,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Calhoun,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282331
Calhoun County Care Home,Assisted Living Facility,971 Mill Street,Seadrift,TX,(915) 938-7115,CCH30449,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Calhoun,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282345
Point Comfort Family Care,Community Care Center,646 Rural Route,Point Comfort,TX,(346) 819-3335,ASL23984,Active,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Calhoun,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282363
Putnam Settlement Home Care,Residential Care Facility,883 Market Street,Putnam,TX,(832) 772-4102,RC82296,Active - Good Standing,Family-Owned,"Senior Care, Meal Services",Assisted Living,Callahan,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282373
Putnam Quiet Care Facility,Personal Care Home,334 Old Town Road,Putnam,TX,(214) 949-9229,RC14675,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Callahan,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282380
Putnam Care Center,Family Care Home,440 Second Street,Putnam,TX,(979) 699-3588,ALF79515,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Callahan,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282388
Callahan County Residential Care,Residential Care Facility,819 Third Street,Oplin,TX,(945) 463-3866,ASL21510,Licensed,Family-Owned,"Senior Care, Meal Services",Assisted Living,Callahan,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282397
San Benito Quiet Senior Home,Assisted Living Facility,346 Country Lane,San Benito,TX,(915) 516-9722,CCH12081,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Cameron,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282406
Heritage Cameron Residential Care,Personal Care Home,529 Farm Road,Harlingen,TX,(737) 464-1854,RC37408,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Cameron,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282414
Heritage Care Home,Assisted Living Facility,413 County Road,San Benito,TX,(737) 938-4053,RC30399,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Cameron,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282421
Settlement Cameron Senior Living,Personal Care Home,613 Country Lane,Primera,TX,(945) 410-7966,LTC22268,Active,Private,"Assisted Living, Medication Management",Assisted Living,Cameron,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282430
Local Care Home,Community Care Center,492 Church Street,Lone Star,TX,(832) 689-6496,PCH70533,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Camp,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282439
Serene Home Care,Community Care Center,688 Mill Street,Pittsburg,TX,(940) 296-4518,RC48580,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Camp,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282447
Hometown Camp Senior Care,Senior Care Home,610 Main Street,Pittsburg,TX,(945) 541-3401,ALF66587,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Camp,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282454
Prairie Camp Senior Services,Community Care Center,358 Main Street,Rocky Mound,TX,(979) 909-3257,ASL41793,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Camp,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282462
River Camp Family Care,Residential Care Facility,705 Hill Road,Leesburg,TX,(940) 933-1991,ALF57961,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,Camp,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.282469
