id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Badger State Manor,1000 Main Street,Friendship,Adams,WI,53001,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40001,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
325,Cheese Country Commons,1100 Wisconsin Avenue,Ellsworth,Pierce,WI,53325,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40325,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.pierce-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
326,Northwoods Care,1200 State Street,Ellsworth,Pierce,WI,53326,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40326,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.pierce-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
327,Dairyland Village,1300 Oak Street,Ellsworth,Pierce,WI,53327,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40327,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.pierce-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
328,Wisconsin Rapids Manor,1400 Maple Avenue,Ellsworth,Pierce,WI,53328,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40328,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.pierce-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
329,Great Lakes Commons,1500 Pine Street,Ellsworth,Pierce,WI,53329,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40329,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.pierce-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
330,Badger State Manor,1000 Main Street,Balsam Lake,Polk,WI,53330,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40330,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.polk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
331,Cheese Country Commons,1100 Wisconsin Avenue,Balsam Lake,Polk,WI,53331,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40331,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.polk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
332,Northwoods Care,1200 State Street,Balsam Lake,Polk,WI,53332,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40332,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.polk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
333,Dairyland Village,1300 Oak Street,Balsam Lake,Polk,WI,53333,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40333,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.polk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
334,Wisconsin Rapids Manor,1400 Maple Avenue,Balsam Lake,Polk,WI,53334,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40334,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.polk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
335,Great Lakes Commons,1500 Pine Street,Balsam Lake,Polk,WI,53335,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40335,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.polk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
336,Badger State Manor,1000 Main Street,Stevens Point,Portage,WI,53336,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40336,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.portage-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
337,Cheese Country Commons,1100 Wisconsin Avenue,Stevens Point,Portage,WI,53337,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40337,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.portage-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
338,Northwoods Care,1200 State Street,Stevens Point,Portage,WI,53338,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40338,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.portage-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
339,Dairyland Village,1300 Oak Street,Stevens Point,Portage,WI,53339,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40339,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.portage-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
340,Wisconsin Rapids Manor,1400 Maple Avenue,Stevens Point,Portage,WI,53340,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40340,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.portage-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
341,Great Lakes Commons,1500 Pine Street,Stevens Point,Portage,WI,53341,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40341,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.portage-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
342,Badger State Manor,1000 Main Street,Phillips,Price,WI,53342,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40342,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.price-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
343,Cheese Country Commons,1100 Wisconsin Avenue,Phillips,Price,WI,53343,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40343,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.price-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
344,Northwoods Care,1200 State Street,Phillips,Price,WI,53344,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40344,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.price-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
345,Dairyland Village,1300 Oak Street,Phillips,Price,WI,53345,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40345,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.price-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
346,Wisconsin Rapids Manor,1400 Maple Avenue,Phillips,Price,WI,53346,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40346,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.price-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
347,Great Lakes Commons,1500 Pine Street,Phillips,Price,WI,53347,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40347,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.price-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
348,Badger State Manor,1000 Main Street,Racine,Racine,WI,53348,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40348,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.676100000000005,-87.8229
349,Cheese Country Commons,1100 Wisconsin Avenue,Racine,Racine,WI,53349,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40349,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6861,-87.8129
350,Northwoods Care,1200 State Street,Racine,Racine,WI,53350,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40350,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6961,-87.8029
351,Dairyland Village,1300 Oak Street,Racine,Racine,WI,53351,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40351,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.7061,-87.7929
352,Wisconsin Rapids Manor,1400 Maple Avenue,Racine,Racine,WI,53352,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40352,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.716100000000004,-87.7829
353,Great Lakes Commons,1500 Pine Street,Racine,Racine,WI,53353,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40353,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.7261,-87.77289999999999
354,Timber Ridge Care,1600 Cedar Avenue,Racine,Racine,WI,53354,(420) 506-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,WI-ALF-40354,Wisconsin Department of Health Services,2024-09-07,81,True,True,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.7361,-87.7629
355,Prairie Creek Manor,1700 First Street,Racine,Racine,WI,53355,(421) 507-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,WI-ALF-40355,Wisconsin Department of Health Services,2024-10-08,82,False,False,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.746100000000006,-87.7529
356,Lakeside Village,1800 Second Street,Racine,Racine,WI,53356,(422) 508-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,WI-ALF-40356,Wisconsin Department of Health Services,2024-11-09,83,False,True,True,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.7561,-87.8229
357,Brewers Ridge,1900 Third Street,Racine,Racine,WI,53357,(423) 509-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,WI-ALF-40357,Wisconsin Department of Health Services,2024-03-10,84,True,False,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.7661,-87.8129
358,Packers Commons,2000 Fourth Street,Racine,Racine,WI,53358,(424) 510-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,WI-ALF-40358,Wisconsin Department of Health Services,2024-04-11,85,False,True,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.676100000000005,-87.8029
359,Maple Ridge Manor,2100 Fifth Street,Racine,Racine,WI,53359,(425) 511-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,WI-ALF-40359,Wisconsin Department of Health Services,2024-05-12,86,False,False,False,https://www.racine-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6861,-87.7929
360,Badger State Manor,1000 Main Street,Richland Center,Richland,WI,53360,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40360,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.richland-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
361,Cheese Country Commons,1100 Wisconsin Avenue,Richland Center,Richland,WI,53361,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40361,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.richland-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
362,Northwoods Care,1200 State Street,Richland Center,Richland,WI,53362,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40362,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.richland-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
363,Dairyland Village,1300 Oak Street,Richland Center,Richland,WI,53363,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40363,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.richland-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
364,Wisconsin Rapids Manor,1400 Maple Avenue,Richland Center,Richland,WI,53364,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40364,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.richland-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
365,Great Lakes Commons,1500 Pine Street,Richland Center,Richland,WI,53365,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40365,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.richland-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
366,Badger State Manor,1000 Main Street,Janesville,Rock,WI,53366,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40366,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.rock-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.5778,-89.0587
367,Cheese Country Commons,1100 Wisconsin Avenue,Janesville,Rock,WI,53367,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40367,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.rock-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.5878,-89.0487
368,Northwoods Care,1200 State Street,Janesville,Rock,WI,53368,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40368,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.rock-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.5978,-89.03869999999999
369,Dairyland Village,1300 Oak Street,Janesville,Rock,WI,53369,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40369,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.rock-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6078,-89.0287
370,Wisconsin Rapids Manor,1400 Maple Avenue,Janesville,Rock,WI,53370,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40370,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.rock-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6178,-89.0187
371,Great Lakes Commons,1500 Pine Street,Janesville,Rock,WI,53371,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40371,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.rock-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6278,-89.00869999999999
372,Timber Ridge Care,1600 Cedar Avenue,Janesville,Rock,WI,53372,(420) 506-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,WI-ALF-40372,Wisconsin Department of Health Services,2024-09-07,81,True,True,False,https://www.rock-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6378,-88.9987
373,Prairie Creek Manor,1700 First Street,Janesville,Rock,WI,53373,(421) 507-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,WI-ALF-40373,Wisconsin Department of Health Services,2024-10-08,82,False,False,False,https://www.rock-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.647800000000004,-88.9887
374,Badger State Manor,1000 Main Street,Ladysmith,Rusk,WI,53374,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40374,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.rusk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
375,Cheese Country Commons,1100 Wisconsin Avenue,Ladysmith,Rusk,WI,53375,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40375,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.rusk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
376,Northwoods Care,1200 State Street,Ladysmith,Rusk,WI,53376,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40376,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.rusk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
377,Dairyland Village,1300 Oak Street,Ladysmith,Rusk,WI,53377,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40377,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.rusk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
378,Wisconsin Rapids Manor,1400 Maple Avenue,Ladysmith,Rusk,WI,53378,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40378,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.rusk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
379,Great Lakes Commons,1500 Pine Street,Ladysmith,Rusk,WI,53379,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40379,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.rusk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
380,Badger State Manor,1000 Main Street,Baraboo,Sauk,WI,53380,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40380,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.sauk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
381,Cheese Country Commons,1100 Wisconsin Avenue,Baraboo,Sauk,WI,53381,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40381,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.sauk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
382,Northwoods Care,1200 State Street,Baraboo,Sauk,WI,53382,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40382,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.sauk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
383,Dairyland Village,1300 Oak Street,Baraboo,Sauk,WI,53383,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40383,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.sauk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
384,Wisconsin Rapids Manor,1400 Maple Avenue,Baraboo,Sauk,WI,53384,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40384,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.sauk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
385,Great Lakes Commons,1500 Pine Street,Baraboo,Sauk,WI,53385,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40385,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.sauk-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
386,Badger State Manor,1000 Main Street,Hayward,Sawyer,WI,53386,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40386,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.sawyer-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
387,Cheese Country Commons,1100 Wisconsin Avenue,Hayward,Sawyer,WI,53387,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40387,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.sawyer-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
388,Northwoods Care,1200 State Street,Hayward,Sawyer,WI,53388,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40388,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.sawyer-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
389,Dairyland Village,1300 Oak Street,Hayward,Sawyer,WI,53389,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40389,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.sawyer-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
390,Wisconsin Rapids Manor,1400 Maple Avenue,Hayward,Sawyer,WI,53390,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40390,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.sawyer-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
391,Great Lakes Commons,1500 Pine Street,Hayward,Sawyer,WI,53391,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40391,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.sawyer-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
392,Badger State Manor,1000 Main Street,Shawano,Shawano,WI,53392,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40392,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.shawano-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
393,Cheese Country Commons,1100 Wisconsin Avenue,Shawano,Shawano,WI,53393,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40393,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.shawano-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
394,Northwoods Care,1200 State Street,Shawano,Shawano,WI,53394,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40394,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.shawano-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
395,Dairyland Village,1300 Oak Street,Shawano,Shawano,WI,53395,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40395,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.shawano-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
396,Wisconsin Rapids Manor,1400 Maple Avenue,Shawano,Shawano,WI,53396,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40396,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.shawano-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
397,Great Lakes Commons,1500 Pine Street,Shawano,Shawano,WI,53397,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40397,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.shawano-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
398,Badger State Manor,1000 Main Street,Sheboygan,Sheboygan,WI,53398,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40398,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.sheboygan-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.7008,-87.7543
399,Cheese Country Commons,1100 Wisconsin Avenue,Sheboygan,Sheboygan,WI,53399,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40399,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.sheboygan-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.7108,-87.7443
400,Northwoods Care,1200 State Street,Sheboygan,Sheboygan,WI,53400,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40400,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.sheboygan-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.7208,-87.73429999999999
401,Dairyland Village,1300 Oak Street,Sheboygan,Sheboygan,WI,53401,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40401,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.sheboygan-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.730799999999995,-87.7243
402,Wisconsin Rapids Manor,1400 Maple Avenue,Sheboygan,Sheboygan,WI,53402,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40402,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.sheboygan-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.7408,-87.7143
403,Great Lakes Commons,1500 Pine Street,Sheboygan,Sheboygan,WI,53403,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40403,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.sheboygan-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.7508,-87.70429999999999
404,Timber Ridge Care,1600 Cedar Avenue,Sheboygan,Sheboygan,WI,53404,(420) 506-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,WI-ALF-40404,Wisconsin Department of Health Services,2024-09-07,81,True,True,False,https://www.sheboygan-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.760799999999996,-87.6943
405,Prairie Creek Manor,1700 First Street,Sheboygan,Sheboygan,WI,53405,(421) 507-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,WI-ALF-40405,Wisconsin Department of Health Services,2024-10-08,82,False,False,False,https://www.sheboygan-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.7708,-87.6843
406,Badger State Manor,1000 Main Street,Hudson,St. Croix,WI,53406,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40406,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.stcroix-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
