name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,latitude,longitude,licenseNumber,facilityType,discoverySource,discoveryDate,isVerified,subscriptionTier,billingStatus,monthlyRate,hasWaitlist,acceptsMedicaid,lastUpdated
Miami Park Care Center,1000 Palm Way,Miami,FL,33045,Miami-Dade,(305) 995-2665,info@miamiparkcarecenterfl.com,www.miamiparkcarecenterfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.45,-80.45,FL-MIA-1046,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273109,False,Basic,active,"$7,699/month",True,True,2025-07-22T08:57:20.273111
Bay of Miami,1250 Beach Rd,Miami,FL,33046,Miami-Dade,(305) 507-2702,info@bayofmiamifl.com,www.bayofmiamifl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.46,-80.46,FL-MIA-1047,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273117,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.273119
Cove Assisted Living,1500 Park Ave,Miami,FL,33047,Miami-Dade,(305) 518-2739,info@coveassistedlivingfl.com,www.coveassistedlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.47,-80.47,FL-MIA-1048,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273125,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.273127
Miami Palms Senior Living,100 Main St,Miami,FL,33048,Miami-Dade,(305) 529-2776,info@miamipalmsseniorlivingfl.com,www.miamipalmsseniorlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.48,-80.48,FL-MIA-1049,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273132,False,Basic,active,"$4,900/month",False,True,2025-07-22T08:57:20.273134
Creek of Miami,200 Ocean Ave,Miami,FL,33049,Miami-Dade,(305) 540-2813,info@creekofmiamifl.com,www.creekofmiamifl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.49,-80.49,FL-MIA-1050,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273139,False,Basic,active,"$7,699/month",False,False,2025-07-22T08:57:20.273141
Gardens Senior Village,300 Pine St,Miami,FL,33050,Miami-Dade,(305) 551-2850,info@gardensseniorvillagefl.com,www.gardensseniorvillagefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.5,-80.5,FL-MIA-1051,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273148,False,Basic,active,"$6,300/month",True,False,2025-07-22T08:57:20.273150
Miami Bay Retirement Community,500 Oak Dr,Miami,FL,33051,Miami-Dade,(305) 562-2887,info@miamibayretirementcommunityfl.com,www.miamibayretirementcommunityfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.51,-80.51,FL-MIA-1052,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273157,False,Basic,active,"$6,300/month",False,True,2025-07-22T08:57:20.273159
Cove of Miami,750 Sunset Blvd,Miami,FL,33052,Miami-Dade,(305) 573-2924,info@coveofmiamifl.com,www.coveofmiamifl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.52,-80.52,FL-MIA-1053,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273164,False,Basic,active,"$4,900/month",False,False,2025-07-22T08:57:20.273166
Estates Adult Living,1000 Palm Way,Miami,FL,33053,Miami-Dade,(305) 584-2961,info@estatesadultlivingfl.com,www.estatesadultlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.53,-80.53,FL-MIA-1054,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273171,False,Basic,active,"$7,699/month",False,False,2025-07-22T08:57:20.273173
Miami Creek Residential Care,1250 Beach Rd,Miami,FL,33054,Miami-Dade,(305) 595-2998,info@miamicreekresidentialcarefl.com,www.miamicreekresidentialcarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.54,-80.54,FL-MIA-1055,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273179,False,Basic,active,"$6,300/month",False,True,2025-07-22T08:57:20.273181
Gardens of Miami,1500 Park Ave,Miami,FL,33055,Miami-Dade,(305) 606-3035,info@gardensofmiamifl.com,www.gardensofmiamifl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.55,-80.55,FL-MIA-1056,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273186,False,Basic,active,"$6,300/month",True,False,2025-07-22T08:57:20.273188
Hills Memory Care,100 Main St,Miami,FL,33056,Miami-Dade,(305) 617-3072,info@hillsmemorycarefl.com,www.hillsmemorycarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.56,-80.56,FL-MIA-1057,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273197,False,Basic,active,"$4,900/month",False,False,2025-07-22T08:57:20.273200
Miami Cove Assisted Living,200 Ocean Ave,Miami,FL,33057,Miami-Dade,(305) 628-3109,info@miamicoveassistedlivingfl.com,www.miamicoveassistedlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.57,-80.57,FL-MIA-1058,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273205,False,Basic,active,"$7,699/month",False,True,2025-07-22T08:57:20.273207
Estates of Miami,300 Pine St,Miami,FL,33058,Miami-Dade,(305) 639-3146,info@estatesofmiamifl.com,www.estatesofmiamifl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.58,-80.58,FL-MIA-1059,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273213,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.273215
Springs Care Center,500 Oak Dr,Miami,FL,33059,Miami-Dade,(305) 650-3183,info@springscarecenterfl.com,www.springscarecenterfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.59,-80.59,FL-MIA-1060,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273220,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.273222
Coral Gables Gardens Senior Living,100 Main St,Coral Gables,FL,33100,Miami-Dade,(954) 500-1000,info@coralgablesgardensseniorlivingfl.com,www.coralgablesgardensseniorlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.5,-80.3,FL-MIA-1061,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273229,False,Basic,active,"$4,900/month",True,True,2025-07-22T08:57:20.273232
Hills of Coral Gables,200 Ocean Ave,Coral Gables,FL,33101,Miami-Dade,(954) 511-1037,info@hillsofcoralgablesfl.com,www.hillsofcoralgablesfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.51,-80.31,FL-MIA-1062,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273239,False,Basic,active,"$7,699/month",False,False,2025-07-22T08:57:20.273241
Point Senior Village,300 Pine St,Coral Gables,FL,33102,Miami-Dade,(954) 522-1074,info@pointseniorvillagefl.com,www.pointseniorvillagefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.52,-80.32,FL-MIA-1063,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273246,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.273248
Coral Gables Estates Retirement Community,500 Oak Dr,Coral Gables,FL,33103,Miami-Dade,(954) 533-1111,info@coralgablesestatesretirementcommunityfl.com,www.coralgablesestatesretirementcommunityfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.53,-80.33,FL-MIA-1064,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273254,False,Basic,active,"$6,300/month",False,True,2025-07-22T08:57:20.273256
Springs of Coral Gables,750 Sunset Blvd,Coral Gables,FL,33104,Miami-Dade,(954) 544-1148,info@springsofcoralgablesfl.com,www.springsofcoralgablesfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.54,-80.34,FL-MIA-1065,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273261,False,Basic,active,"$4,900/month",False,False,2025-07-22T08:57:20.273265
Grove Adult Living,1000 Palm Way,Coral Gables,FL,33105,Miami-Dade,(954) 555-1185,info@groveadultlivingfl.com,www.groveadultlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.55,-80.35,FL-MIA-1066,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273273,False,Basic,active,"$7,699/month",True,False,2025-07-22T08:57:20.273275
Coral Gables Hills Residential Care,1250 Beach Rd,Coral Gables,FL,33106,Miami-Dade,(954) 566-1222,info@coralgableshillsresidentialcarefl.com,www.coralgableshillsresidentialcarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.56,-80.36,FL-MIA-1067,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273281,False,Basic,active,"$6,300/month",False,True,2025-07-22T08:57:20.273283
Point of Coral Gables,1500 Park Ave,Coral Gables,FL,33107,Miami-Dade,(954) 577-1259,info@pointofcoralgablesfl.com,www.pointofcoralgablesfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.57,-80.36999999999999,FL-MIA-1068,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273290,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.273292
Harbor Memory Care,100 Main St,Coral Gables,FL,33108,Miami-Dade,(954) 588-1296,info@harbormemorycarefl.com,www.harbormemorycarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.58,-80.38,FL-MIA-1069,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273298,False,Basic,active,"$4,900/month",False,False,2025-07-22T08:57:20.273300
Coral Gables Springs Assisted Living,200 Ocean Ave,Coral Gables,FL,33109,Miami-Dade,(954) 599-1333,info@coralgablesspringsassistedlivingfl.com,www.coralgablesspringsassistedlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.59,-80.39,FL-MIA-1070,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273305,False,Basic,active,"$7,699/month",False,True,2025-07-22T08:57:20.273307
Grove of Coral Gables,300 Pine St,Coral Gables,FL,33110,Miami-Dade,(954) 610-1370,info@groveofcoralgablesfl.com,www.groveofcoralgablesfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.6,-80.39999999999999,FL-MIA-1071,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.273313,False,Basic,active,"$6,300/month",True,False,2025-07-22T08:57:20.273315
