id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Colonial Manor,1000 Main Street,Accomack,Accomack,VA,22001,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70001,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.accomack-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
85,Potomac River Manor,1400 Jefferson Street,Bowling Green,Caroline,VA,22085,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70085,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.caroline-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
86,Colonial Manor,1000 Main Street,Hillsville,Carroll,VA,22086,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70086,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.carroll-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
87,Commonwealth Commons,1100 Virginia Avenue,Hillsville,Carroll,VA,22087,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70087,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.carroll-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
88,Old Dominion Village,1200 Colonial Drive,Hillsville,Carroll,VA,22088,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70088,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.carroll-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
89,Virginia Heritage Care,1300 Commonwealth Boulevard,Hillsville,Carroll,VA,22089,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70089,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.carroll-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
90,Potomac River Manor,1400 Jefferson Street,Hillsville,Carroll,VA,22090,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70090,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.carroll-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
91,Colonial Manor,1000 Main Street,Charles City,Charles City,VA,22091,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70091,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.charlescity-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
92,Commonwealth Commons,1100 Virginia Avenue,Charles City,Charles City,VA,22092,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70092,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.charlescity-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
93,Old Dominion Village,1200 Colonial Drive,Charles City,Charles City,VA,22093,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70093,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.charlescity-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
94,Virginia Heritage Care,1300 Commonwealth Boulevard,Charles City,Charles City,VA,22094,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70094,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.charlescity-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
95,Potomac River Manor,1400 Jefferson Street,Charles City,Charles City,VA,22095,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70095,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.charlescity-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
96,Colonial Manor,1000 Main Street,Charlotte,Charlotte,VA,22096,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70096,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.charlotte-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
97,Commonwealth Commons,1100 Virginia Avenue,Charlotte,Charlotte,VA,22097,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70097,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.charlotte-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
98,Old Dominion Village,1200 Colonial Drive,Charlotte,Charlotte,VA,22098,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70098,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.charlotte-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
99,Virginia Heritage Care,1300 Commonwealth Boulevard,Charlotte,Charlotte,VA,22099,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70099,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.charlotte-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
100,Potomac River Manor,1400 Jefferson Street,Charlotte,Charlotte,VA,22100,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70100,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.charlotte-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
101,Colonial Manor,1000 Main Street,Richmond,Chesterfield,VA,22101,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70101,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3271,-77.5459
102,Commonwealth Commons,1100 Virginia Avenue,Richmond,Chesterfield,VA,22102,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70102,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3371,-77.5359
103,Old Dominion Village,1200 Colonial Drive,Richmond,Chesterfield,VA,22103,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70103,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3471,-77.5259
104,Virginia Heritage Care,1300 Commonwealth Boulevard,Richmond,Chesterfield,VA,22104,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70104,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.357099999999996,-77.5159
105,Potomac River Manor,1400 Jefferson Street,Richmond,Chesterfield,VA,22105,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70105,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3671,-77.5059
106,Shenandoah Valley Village,1500 Washington Avenue,Richmond,Chesterfield,VA,22106,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70106,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3771,-77.49589999999999
107,Blue Ridge Commons,1600 Madison Street,Richmond,Chesterfield,VA,22107,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70107,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3871,-77.4859
108,Chesapeake Bay Manor,1700 Monroe Drive,Richmond,Chesterfield,VA,22108,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70108,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3971,-77.4759
109,James River Village,1800 Old Dominion Avenue,Richmond,Chesterfield,VA,22109,(711) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,VA-ALF-70109,Virginia Department of Health,2024-11-09,83,False,True,True,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.4071,-77.5459
110,Rappahannock Commons,1900 Liberty Street,Richmond,Chesterfield,VA,22110,(712) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,VA-ALF-70110,Virginia Department of Health,2024-03-10,84,True,False,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.4171,-77.5359
111,Tidewater Manor,2000 Independence Boulevard,Richmond,Chesterfield,VA,22111,(713) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,VA-ALF-70111,Virginia Department of Health,2024-04-11,85,False,True,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3271,-77.5259
112,Piedmont Village,2100 Constitution Avenue,Richmond,Chesterfield,VA,22112,(714) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,VA-ALF-70112,Virginia Department of Health,2024-05-12,86,False,False,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3371,-77.5159
113,Northern Virginia Commons,2200 Heritage Drive,Richmond,Chesterfield,VA,22113,(715) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,VA-ALF-70113,Virginia Department of Health,2024-06-13,87,True,True,True,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3471,-77.5059
114,Richmond Metro Manor,2300 Patriot Street,Richmond,Chesterfield,VA,22114,(716) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,VA-ALF-70114,Virginia Department of Health,2024-07-14,88,False,False,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.357099999999996,-77.49589999999999
115,Hampton Roads Village,2400 Colonial Avenue,Richmond,Chesterfield,VA,22115,(717) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,VA-ALF-70115,Virginia Department of Health,2024-08-15,89,False,True,False,https://www.chesterfield-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3671,-77.4859
116,Colonial Manor,1000 Main Street,Clarke,Clarke,VA,22116,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70116,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.clarke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
117,Commonwealth Commons,1100 Virginia Avenue,Clarke,Clarke,VA,22117,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70117,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.clarke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
118,Old Dominion Village,1200 Colonial Drive,Clarke,Clarke,VA,22118,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70118,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.clarke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
119,Virginia Heritage Care,1300 Commonwealth Boulevard,Clarke,Clarke,VA,22119,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70119,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.clarke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
120,Potomac River Manor,1400 Jefferson Street,Clarke,Clarke,VA,22120,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70120,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.clarke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
121,Colonial Manor,1000 Main Street,New Castle,Craig,VA,22121,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70121,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.craig-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
122,Commonwealth Commons,1100 Virginia Avenue,New Castle,Craig,VA,22122,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70122,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.craig-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
123,Old Dominion Village,1200 Colonial Drive,New Castle,Craig,VA,22123,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70123,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.craig-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
124,Virginia Heritage Care,1300 Commonwealth Boulevard,New Castle,Craig,VA,22124,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70124,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.craig-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
125,Potomac River Manor,1400 Jefferson Street,New Castle,Craig,VA,22125,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70125,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.craig-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
126,Colonial Manor,1000 Main Street,Culpeper,Culpeper,VA,22126,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70126,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.culpeper-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
127,Commonwealth Commons,1100 Virginia Avenue,Culpeper,Culpeper,VA,22127,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70127,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.culpeper-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
128,Old Dominion Village,1200 Colonial Drive,Culpeper,Culpeper,VA,22128,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70128,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.culpeper-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
129,Virginia Heritage Care,1300 Commonwealth Boulevard,Culpeper,Culpeper,VA,22129,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70129,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.culpeper-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
130,Potomac River Manor,1400 Jefferson Street,Culpeper,Culpeper,VA,22130,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70130,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.culpeper-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
131,Colonial Manor,1000 Main Street,Cumberland,Cumberland,VA,22131,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70131,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.cumberland-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
132,Commonwealth Commons,1100 Virginia Avenue,Cumberland,Cumberland,VA,22132,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70132,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.cumberland-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
133,Old Dominion Village,1200 Colonial Drive,Cumberland,Cumberland,VA,22133,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70133,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.cumberland-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
