provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Garden Assisted Living Facility,Assisted Living Facility,7621 Jefferson Drive,Grand Prairie,TX,(737) 483-7288,RC69669,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987419
Estate Webb Care Community,Residential Care Facility,4658 Gulf Freeway Court,Mesquite,TX,(915) 823-8008,ALF63933,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987434
North Texas Montgomery Assisted Living,Assisted Living Center,1095 Westheimer Avenue,Carrollton,TX,(940) 878-9952,ASL96714,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987449
Commons Collin Community Living,Residential Care Facility,8193 Montrose Way,Richardson,TX,(430) 308-1652,RC88160,Active,Corporate,"Assisted Living, Independent Living",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987463
Ascension Assisted Care,Senior Living Community,3106 Southwest Freeway Street,Irving,TX,(903) 440-3215,LTC75362,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987476
East Texas Community Living,Senior Living Community,455 Bellaire Court,University Park,TX,(726) 262-2853,ALF52334,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987489
Medical Center Care Services,Assisted Living Center,726 Westheimer Way,Highland Park,TX,(512) 923-2829,ALF34505,Active,Private,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987527
Estate Senior Care,Assisted Living and Memory Care,2671 Eastex Freeway Lane,Irving,TX,(409) 671-7088,ASL72714,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987546
Christus Senior Campus,Assisted Living Center,6788 Southwest Freeway Court,Carrollton,TX,(432) 275-5472,RC17431,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987559
Commons Retirement Community,Assisted Living and Memory Care,958 Loop Drive,Garland,TX,(737) 520-1182,ALF11515,Active,Corporate,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987573
North Texas Webb Senior Care Center,Assisted Living Center,7769 Dallas Road,Richardson,TX,(469) 962-6205,ALF38429,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987588
Magnolia Health Services,Assisted Living Facility,6828 Mockingbird Avenue,Dallas,TX,(713) 467-6808,ALF27992,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987601
Community El Paso Assisted Living Facility,Assisted Living and Memory Care,7731 Cedar Place,Richardson,TX,(346) 677-9387,ALF68519,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987619
Place Senior Living,Residential Care Facility,7330 Lovers Place,Dallas,TX,(979) 297-2812,ALF81913,Active,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987634
Regional Assisted Living Facility,Assisted Living Facility,4346 Highland Road,Dallas,TX,(903) 906-6166,RC89260,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987648
Bluebonnet Hidalgo Care Services,Senior Living Community,9913 Oak Court,Mesquite,TX,(903) 404-9751,RC24767,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987662
Sunrise Tarrant Care Services,Assisted Living Facility,492 Beltway Avenue,University Park,TX,(361) 819-1931,ALF80347,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987676
Premier Denton Senior Care Center,Senior Living Community,8518 Main Street,University Park,TX,(713) 682-6098,ALF72212,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987693
North Texas Assisted Care,Assisted Living Facility,5681 San Antonio Street,Grand Prairie,TX,(512) 970-5585,ALF68292,Active - Good Standing,Private,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987714
Sunrise Residential Care,Assisted Living and Memory Care,1053 Jefferson Street,Richardson,TX,(956) 750-5108,ALF43089,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987728
Ridge Care Services,Assisted Living Facility,4599 Dallas Street,Carrollton,TX,(979) 262-4692,ASL77484,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987741
Sunrise Health Services,Assisted Living Center,7726 University Avenue,Grand Prairie,TX,(940) 518-5229,RC44707,Active - Good Standing,Private,"Assisted Living, Independent Living",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987754
North Texas Residential Care,Assisted Living and Memory Care,8321 Jefferson Way,Mesquite,TX,(682) 851-9676,LTC61291,Active - Good Standing,Private,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987766
Heritage Care Center,Senior Living Community,7838 Cedar Place,University Park,TX,(512) 228-7944,LTC45966,Licensed,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987780
Gardens Fort Bend Senior Services,Assisted Living Center,5550 University Boulevard,Mesquite,TX,(409) 408-9491,ASL47151,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987794
East Texas Retirement Community,Assisted Living and Memory Care,5159 Austin Way,Irving,TX,(432) 563-9057,ASL35752,Active - Good Standing,Private,"Memory Care, Skilled Nursing",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987808
Terrace Care Community,Assisted Living and Memory Care,6415 Southwest Freeway Street,Dallas,TX,(713) 950-6295,LTC83268,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987820
Sunrise Assisted Living Center,Senior Living Community,6653 Richmond Road,Richardson,TX,(817) 224-2702,RC41376,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987837
Garden Jefferson Assisted Living Center,Assisted Living Center,9436 Montrose Drive,Richardson,TX,(409) 332-9963,ASL56592,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987852
Manor Guadalupe Assisted Living Facility,Assisted Living Facility,1063 Katy Freeway Lane,Irving,TX,(830) 404-8812,ASL31019,Active,Private,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987866
Sunrise Living Center,Senior Living Community,5651 Beltway Drive,University Park,TX,(817) 215-1307,ALF39849,Active,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987880
Baylor Residential Care,Senior Living Community,7259 Forest Street,Irving,TX,(214) 694-8934,ASL77920,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987899
Willow Galveston Senior Care,Residential Care Facility,8688 Richmond Lane,University Park,TX,(956) 594-8692,ALF76076,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987917
Cedar Assisted Living,Assisted Living Facility,4597 Katy Freeway Road,Carrollton,TX,(832) 403-2074,LTC23767,Licensed,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987930
Estate Galveston Health Services,Assisted Living and Memory Care,6306 Loop Avenue,Garland,TX,(409) 481-2310,RC88762,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987945
Ridge Health Services,Assisted Living and Memory Care,7487 Lincoln Drive,Carrollton,TX,(512) 218-7229,RC20918,Active - Good Standing,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987957
Terrace Care Community,Assisted Living Facility,7383 Richmond Avenue,Dallas,TX,(979) 570-3306,ALF37020,Licensed,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987970
Sunrise Galveston Senior Care Center,Assisted Living and Memory Care,1752 San Antonio Lane,Carrollton,TX,(979) 921-6997,LTC90503,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.987988
Gardens Independent Living,Assisted Living Center,2802 Kirby Place,Grand Prairie,TX,(945) 754-1369,LTC19048,Active,Corporate,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988001
HCA Williamson Senior Residence,Residential Care Facility,3091 University Boulevard,Mesquite,TX,(469) 647-7705,LTC99727,Licensed,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988015
Legacy Bell Senior Campus,Assisted Living Facility,3564 Medical Center Court,Irving,TX,(214) 708-8771,RC74274,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988029
Texas Health Travis Retirement Community,Residential Care Facility,2738 Greenville Drive,Highland Park,TX,(409) 979-3631,RC74366,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988043
Oak Retirement Community,Assisted Living Facility,8332 Westheimer Court,Dallas,TX,(832) 882-1310,LTC69712,Active - Good Standing,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988056
Pine Senior Housing,Assisted Living and Memory Care,2156 Gulf Freeway Drive,Mesquite,TX,(210) 746-7341,ALF65953,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988069
Atria Senior Housing,Residential Care Facility,1664 Maple Drive,Carrollton,TX,(210) 399-5959,LTC67280,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988082
Pecan Senior Residence,Assisted Living Center,3407 Main Boulevard,Mesquite,TX,(945) 811-6505,ALF23854,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988096
Golden Jefferson Care Services,Assisted Living Center,7666 Lovers Court,Grand Prairie,TX,(713) 343-5618,ALF18651,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988110
Silverado Collin Community Living,Assisted Living Center,8567 Cedar Drive,Irving,TX,(469) 435-4815,ALF63048,Active - Good Standing,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Dallas,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988128
Oak Assisted Living Center,Assisted Living and Memory Care,1999 Greenville Drive,Grand Prairie,TX,(346) 973-1336,ALF37500,Active,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988144
Ridge Senior Campus,Assisted Living Center,2101 Preston Street,Mansfield,TX,(325) 652-1750,ALF15927,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988157
Manor Williamson Care Community,Assisted Living Facility,4506 University Way,Southlake,TX,(214) 585-3094,LTC13804,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988178
Bluebonnet Assisted Living,Assisted Living and Memory Care,1424 River Oaks Avenue,Euless,TX,(361) 589-1398,ALF24509,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988191
Medical Center Senior Housing,Assisted Living Facility,2210 Loop Court,Grapevine,TX,(512) 620-9005,LTC20699,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988204
Elm Senior Community,Residential Care Facility,1325 Elm Boulevard,Grapevine,TX,(832) 769-2047,ASL97398,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988217
Sunset Care Center,Senior Living Community,1048 Eastex Freeway Way,Hurst,TX,(409) 430-1957,ALF36604,Active,Corporate,"Assisted Living, Independent Living",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988231
Manor Senior Care,Senior Living Community,5986 Highland Place,Bedford,TX,(281) 544-8524,RC90898,Licensed,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988244
Memorial Denton Assisted Living,Assisted Living Center,7229 Forest Lane,Fort Worth,TX,(512) 597-8721,ALF20622,Active,Private,"Assisted Living, Independent Living",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988258
Methodist Assisted Living Center,Assisted Living Facility,9619 Beltway Lane,Grand Prairie,TX,(832) 963-9857,ASL47817,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988278
Atria Tarrant Health Services,Assisted Living and Memory Care,8078 Kirby Place,Bedford,TX,(430) 971-7905,ASL50507,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988292
Sunrise Senior Residence,Assisted Living Center,6819 San Antonio Boulevard,Mansfield,TX,(281) 878-2183,ASL29465,Active,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988305
Memorial Assisted Living Facility,Senior Living Community,8502 Gulf Freeway Lane,Southlake,TX,(512) 675-5709,RC48060,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988318
Sunrise Denton Independent Living,Assisted Living and Memory Care,7670 Skillman Avenue,Euless,TX,(945) 204-2220,RC73929,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988333
West Texas Jefferson Senior Care,Residential Care Facility,4547 Mockingbird Way,Southlake,TX,(956) 575-8331,ALF76907,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Tarrant,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.988350
