id,name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,careServices,medicalRestrictions,photos,photoAttributions,virtualTourUrl,spaServices,healthcareServices,fitnessServices,diningServices,transportationServices,socialServices,yelpReviews,careComReviews,seniorAdvisorReviews,aplaceformomReviews,priceRange,pricingDetails,isClaimed,livePricing,pricingType,availabilityStatus,availableUnits,totalUnits,unitTypes,rating,reviewCount,googleRating,googleReviewCount,googleReviewSnippets,trustedReviews,imageUrl,imageGallery,latitude,longitude,licenseNumber,licenseStatus,lastInspection,violations,isVerified,lastPriceUpdate,lastAvailabilityUpdate,yelpId,yelpRating,yelpReviewCount,yelpPhotos,yelpUrl,yelpCategories,region,discoverySource,discoveryDate,lastEnrichmentDate,enrichmentCompleted,facilityType,veteranPrograms,eligibilityRequirements,hudProperties,acceptsHudVouchers,isVeteranFriendly,transparencyBadges,transparencyScore,data_source
233,Lemhi Memory Care,4394 Broadway,North Fork,ID,83670,Lemhi,(208) 353-4726,,,,"['Skilled Nursing', 'Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8921,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058813,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
234,Lemhi Senior Living,6847 Park Ave,North Fork,ID,83660,Lemhi,(208) 639-7527,,,,"['Skilled Nursing', 'Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8703,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058860,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
235,Salmon Heights,7237 Hill St,Salmon,ID,83568,Lemhi,(208) 347-6654,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5955,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058884,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
236,Salmon Gardens,4434 Hill St,Salmon,ID,83414,Lemhi,(208) 607-6809,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6530,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058914,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
237,Lemhi Senior Living,345 Pine St,Leadore,ID,83525,Lemhi,(208) 328-7642,,,,"['Independent Living', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6910,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058942,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
238,Lemhi Memory Care,1714 Main St,Leadore,ID,83591,Lemhi,(208) 894-7865,,,,"['Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7169,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058976,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
239,North Fork Ridge Senior Care,6654 Garden Dr,North Fork,ID,83778,Lemhi,(208) 966-2670,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2095,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059007,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
240,Leadore Heights,6530 River Rd,Leadore,ID,83311,Lemhi,(208) 985-4127,,,,"['Memory Care', 'Skilled Nursing', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1074,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059120,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
241,Custer Manor,735 State St,Stanley,ID,83321,Custer,(208) 596-8162,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2293,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059200,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
242,Mackay Pines Retirement Community,4364 State St,Mackay,ID,83462,Custer,(208) 832-4333,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8850,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059239,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
243,Challis Pines Retirement Community,8605 Maple St,Challis,ID,83330,Custer,(208) 426-9716,,,,"['Independent Living', 'Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5087,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059271,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
244,Custer Springs,2489 River Rd,Challis,ID,83361,Custer,(208) 859-2532,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5829,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059309,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
245,Custer Springs,499 Garden Dr,Stanley,ID,83846,Custer,(208) 551-7019,,,,"['Skilled Nursing', 'Independent Living', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2348,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059334,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
246,Stanley Gardens,271 Mountain View Dr,Stanley,ID,83410,Custer,(208) 950-1528,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3862,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059353,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
247,Stanley Pines Retirement Community,586 Valley Rd,Stanley,ID,83564,Custer,(208) 497-3808,,,,"['Memory Care', 'Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4653,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059374,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
248,Clayton Pines Retirement Community,1244 Cedar Ave,Clayton,ID,83213,Custer,(208) 907-8104,,,,"['Independent Living', 'Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8354,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059408,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
249,Butte Memory Care,3128 Sunset Blvd,Arco,ID,83231,Butte,(208) 990-8708,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8484,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059520,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
250,Arco Pines Retirement Community,8587 Hill St,Arco,ID,83538,Butte,(208) 447-4080,,,,"['Skilled Nursing', 'Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1695,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059568,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
251,Arco Gardens,5037 Garden Dr,Arco,ID,83835,Butte,(208) 324-3636,,,,"['Skilled Nursing', 'Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9139,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.059605,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
