id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Gateway Manor,1000 Main Street,Kirksville,Adair,MO,63001,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60001,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.139700000000005,-92.62960000000001
80,Missouri River Village,1300 Show-Me Drive,Poplar Bluff,Butler,MO,63080,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60080,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.butler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.789699999999996,-90.40570000000001
81,Kansas City Commons,1400 Ozark Street,Poplar Bluff,Butler,MO,63081,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60081,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.butler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.7997,-90.3957
82,St. Louis Manor,1500 Kansas City Avenue,Poplar Bluff,Butler,MO,63082,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60082,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.butler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.8097,-90.3857
83,Gateway Manor,1000 Main Street,Kingston,Caldwell,MO,63083,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60083,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.caldwell-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7181,-94.0199
84,Show-Me Village,1100 Missouri Avenue,Kingston,Caldwell,MO,63084,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60084,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.caldwell-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7281,-94.0099
85,Ozark Commons,1200 Gateway Boulevard,Kingston,Caldwell,MO,63085,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60085,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.caldwell-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.738099999999996,-93.9999
86,Missouri River Village,1300 Show-Me Drive,Kingston,Caldwell,MO,63086,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60086,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.caldwell-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.748099999999994,-93.9899
87,Kansas City Commons,1400 Ozark Street,Kingston,Caldwell,MO,63087,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60087,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.caldwell-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7581,-93.9799
88,St. Louis Manor,1500 Kansas City Avenue,Kingston,Caldwell,MO,63088,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60088,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.caldwell-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7681,-93.9699
89,Gateway Manor,1000 Main Street,Fulton,Callaway,MO,63089,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60089,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.callaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.797200000000004,-91.891
90,Show-Me Village,1100 Missouri Avenue,Fulton,Callaway,MO,63090,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60090,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.callaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.8072,-91.881
91,Ozark Commons,1200 Gateway Boulevard,Fulton,Callaway,MO,63091,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60091,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.callaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.8172,-91.871
92,Missouri River Village,1300 Show-Me Drive,Fulton,Callaway,MO,63092,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60092,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.callaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.8272,-91.861
93,Kansas City Commons,1400 Ozark Street,Fulton,Callaway,MO,63093,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60093,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.callaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.8372,-91.851
94,St. Louis Manor,1500 Kansas City Avenue,Fulton,Callaway,MO,63094,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60094,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.callaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.8472,-91.841
95,Gateway Manor,1000 Main Street,Camdenton,Camden,MO,63095,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60095,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.camden-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.993100000000005,-92.8618
96,Show-Me Village,1100 Missouri Avenue,Camdenton,Camden,MO,63096,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60096,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.camden-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0031,-92.8518
97,Ozark Commons,1200 Gateway Boulevard,Camdenton,Camden,MO,63097,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60097,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.camden-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0131,-92.84179999999999
98,Missouri River Village,1300 Show-Me Drive,Camdenton,Camden,MO,63098,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60098,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.camden-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0231,-92.8318
99,Kansas City Commons,1400 Ozark Street,Camdenton,Camden,MO,63099,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60099,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.camden-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.033100000000005,-92.8218
100,St. Louis Manor,1500 Kansas City Avenue,Camdenton,Camden,MO,63100,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60100,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.camden-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0431,-92.81179999999999
101,Gateway Manor,1000 Main Street,Cape Girardeau,Cape Girardeau,MO,63101,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60101,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.376400000000004,-89.55810000000001
102,Show-Me Village,1100 Missouri Avenue,Cape Girardeau,Cape Girardeau,MO,63102,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60102,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.3864,-89.5481
103,Ozark Commons,1200 Gateway Boulevard,Cape Girardeau,Cape Girardeau,MO,63103,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60103,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.3964,-89.5381
104,Missouri River Village,1300 Show-Me Drive,Cape Girardeau,Cape Girardeau,MO,63104,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60104,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.4064,-89.52810000000001
105,Kansas City Commons,1400 Ozark Street,Cape Girardeau,Cape Girardeau,MO,63105,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60105,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.4164,-89.5181
106,St. Louis Manor,1500 Kansas City Avenue,Cape Girardeau,Cape Girardeau,MO,63106,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60106,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.4264,-89.5081
107,Springfield Village,1600 St. Louis Boulevard,Cape Girardeau,Cape Girardeau,MO,63107,(320) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MO-ALF-60107,Missouri Department of Health and Senior Services,2024-09-07,81,True,True,False,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.4364,-89.49810000000001
108,Columbia Commons,1700 Springfield Drive,Cape Girardeau,Cape Girardeau,MO,63108,(321) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MO-ALF-60108,Missouri Department of Health and Senior Services,2024-10-08,82,False,False,False,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.446400000000004,-89.4881
109,Independence Manor,1800 Independence Street,Cape Girardeau,Cape Girardeau,MO,63109,(322) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MO-ALF-60109,Missouri Department of Health and Senior Services,2024-11-09,83,False,True,True,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.4564,-89.55810000000001
110,Lee's Summit Village,1900 Liberty Avenue,Cape Girardeau,Cape Girardeau,MO,63110,(323) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MO-ALF-60110,Missouri Department of Health and Senior Services,2024-03-10,84,True,False,False,https://www.capegirardeau-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.4664,-89.5481
111,Gateway Manor,1000 Main Street,Carrollton,Carroll,MO,63111,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60111,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.carroll-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.3097,-93.531
112,Show-Me Village,1100 Missouri Avenue,Carrollton,Carroll,MO,63112,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60112,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.carroll-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.3197,-93.521
113,Ozark Commons,1200 Gateway Boulevard,Carrollton,Carroll,MO,63113,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60113,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.carroll-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.329699999999995,-93.511
114,Missouri River Village,1300 Show-Me Drive,Carrollton,Carroll,MO,63114,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60114,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.carroll-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.33969999999999,-93.501
115,Kansas City Commons,1400 Ozark Street,Carrollton,Carroll,MO,63115,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60115,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.carroll-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.3497,-93.491
116,St. Louis Manor,1500 Kansas City Avenue,Carrollton,Carroll,MO,63116,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60116,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.carroll-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.3597,-93.481
117,Gateway Manor,1000 Main Street,Van Buren,Carter,MO,63117,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60117,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.carter-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9264,-91.12540000000001
118,Show-Me Village,1100 Missouri Avenue,Van Buren,Carter,MO,63118,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60118,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.carter-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9364,-91.11540000000001
119,Ozark Commons,1200 Gateway Boulevard,Van Buren,Carter,MO,63119,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60119,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.carter-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9464,-91.1054
120,Missouri River Village,1300 Show-Me Drive,Van Buren,Carter,MO,63120,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60120,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.carter-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.956399999999995,-91.09540000000001
121,Kansas City Commons,1400 Ozark Street,Van Buren,Carter,MO,63121,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60121,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.carter-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9664,-91.0854
