id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Great Lakes Manor,1000 Main Street,Harrisville,Alcona,MI,48001,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30001,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.alcona-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
82,Autumn Ridge,1500 Maple Avenue,Battle Creek,Calhoun,MI,48082,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30082,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.calhoun-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2723,-85.1689
83,Sunrise Manor,1600 Pine Street,Battle Creek,Calhoun,MI,48083,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30083,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.calhoun-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2823,-85.1589
84,Riverside Commons,1700 Cedar Avenue,Battle Creek,Calhoun,MI,48084,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30084,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.calhoun-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.292300000000004,-85.1489
85,Great Lakes Manor,1000 Main Street,Cassopolis,Cass,MI,48085,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30085,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.cass-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
86,Lakeside Living,1100 State Street,Cassopolis,Cass,MI,48086,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30086,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.cass-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
87,Pine Ridge,1200 Michigan Avenue,Cassopolis,Cass,MI,48087,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30087,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.cass-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
88,Maple Gardens,1300 Lake Street,Cassopolis,Cass,MI,48088,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30088,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.cass-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
89,Heartland Manor,1400 Oak Street,Cassopolis,Cass,MI,48089,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30089,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.cass-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
90,Autumn Ridge,1500 Maple Avenue,Cassopolis,Cass,MI,48090,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30090,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.cass-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
91,Great Lakes Manor,1000 Main Street,Charlevoix,Charlevoix,MI,48091,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30091,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.charlevoix-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
92,Lakeside Living,1100 State Street,Charlevoix,Charlevoix,MI,48092,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30092,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.charlevoix-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
93,Pine Ridge,1200 Michigan Avenue,Charlevoix,Charlevoix,MI,48093,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30093,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.charlevoix-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
94,Maple Gardens,1300 Lake Street,Charlevoix,Charlevoix,MI,48094,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30094,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.charlevoix-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
95,Heartland Manor,1400 Oak Street,Charlevoix,Charlevoix,MI,48095,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30095,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.charlevoix-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
96,Autumn Ridge,1500 Maple Avenue,Charlevoix,Charlevoix,MI,48096,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30096,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.charlevoix-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
97,Great Lakes Manor,1000 Main Street,Cheboygan,Cheboygan,MI,48097,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30097,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.cheboygan-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
98,Lakeside Living,1100 State Street,Cheboygan,Cheboygan,MI,48098,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30098,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.cheboygan-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
99,Pine Ridge,1200 Michigan Avenue,Cheboygan,Cheboygan,MI,48099,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30099,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.cheboygan-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
100,Maple Gardens,1300 Lake Street,Cheboygan,Cheboygan,MI,48100,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30100,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.cheboygan-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
101,Heartland Manor,1400 Oak Street,Cheboygan,Cheboygan,MI,48101,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30101,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.cheboygan-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
102,Autumn Ridge,1500 Maple Avenue,Cheboygan,Cheboygan,MI,48102,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30102,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.cheboygan-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
103,Great Lakes Manor,1000 Main Street,Sault Ste. Marie,Chippewa,MI,48103,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30103,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.chippewa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
104,Lakeside Living,1100 State Street,Sault Ste. Marie,Chippewa,MI,48104,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30104,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.chippewa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
105,Pine Ridge,1200 Michigan Avenue,Sault Ste. Marie,Chippewa,MI,48105,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30105,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.chippewa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
106,Maple Gardens,1300 Lake Street,Sault Ste. Marie,Chippewa,MI,48106,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30106,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.chippewa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
107,Heartland Manor,1400 Oak Street,Sault Ste. Marie,Chippewa,MI,48107,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30107,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.chippewa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
108,Autumn Ridge,1500 Maple Avenue,Sault Ste. Marie,Chippewa,MI,48108,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30108,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.chippewa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
109,Great Lakes Manor,1000 Main Street,Clare,Clare,MI,48109,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30109,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.clare-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
110,Lakeside Living,1100 State Street,Clare,Clare,MI,48110,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30110,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.clare-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
111,Pine Ridge,1200 Michigan Avenue,Clare,Clare,MI,48111,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30111,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.clare-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
112,Maple Gardens,1300 Lake Street,Clare,Clare,MI,48112,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30112,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.clare-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
113,Heartland Manor,1400 Oak Street,Clare,Clare,MI,48113,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30113,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.clare-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
114,Autumn Ridge,1500 Maple Avenue,Clare,Clare,MI,48114,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30114,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.clare-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
115,Great Lakes Manor,1000 Main Street,St. Johns,Clinton,MI,48115,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30115,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.clinton-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
116,Lakeside Living,1100 State Street,St. Johns,Clinton,MI,48116,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30116,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.clinton-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
117,Pine Ridge,1200 Michigan Avenue,St. Johns,Clinton,MI,48117,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30117,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.clinton-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
118,Maple Gardens,1300 Lake Street,St. Johns,Clinton,MI,48118,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30118,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.clinton-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
119,Heartland Manor,1400 Oak Street,St. Johns,Clinton,MI,48119,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30119,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.clinton-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
120,Autumn Ridge,1500 Maple Avenue,St. Johns,Clinton,MI,48120,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30120,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.clinton-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
121,Great Lakes Manor,1000 Main Street,Grayling,Crawford,MI,48121,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30121,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.crawford-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
122,Lakeside Living,1100 State Street,Grayling,Crawford,MI,48122,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30122,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.crawford-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
123,Pine Ridge,1200 Michigan Avenue,Grayling,Crawford,MI,48123,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30123,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.crawford-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
124,Maple Gardens,1300 Lake Street,Grayling,Crawford,MI,48124,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30124,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.crawford-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
