id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Mountain View Manor,1000 Main Street,Philippi,Barbour,WV,25001,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25001,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.barbour-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.1064,-80.0854
311,Mountain View Manor,1000 Main Street,Hinton,Summers,WV,25311,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25311,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.summers-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.6764,-80.9054
312,Appalachian Village,1100 Mountain Avenue,Alderson,Summers,WV,25312,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25312,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.summers-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.6864,-80.8954
313,Coal Country Commons,1200 Appalachian Boulevard,Talcott,Summers,WV,25313,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25313,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.summers-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.6964,-80.88539999999999
314,Mountaineer Village,1300 Coal Street,Sandstone,Summers,WV,25314,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25314,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.summers-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.706399999999995,-80.8754
315,Charleston Manor,1400 Mountaineer Drive,Jumping Branch,Summers,WV,25315,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25315,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.summers-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7164,-80.8654
316,Mountain View Manor,1000 Main Street,Grafton,Taylor,WV,25316,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25316,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.taylor-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2764,-80.0854
317,Appalachian Village,1100 Mountain Avenue,Flemington,Taylor,WV,25317,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25317,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.taylor-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2864,-80.0754
318,Coal Country Commons,1200 Appalachian Boulevard,Thornton,Taylor,WV,25318,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25318,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.taylor-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2964,-80.0654
319,Mountaineer Village,1300 Coal Street,Knottsville,Taylor,WV,25319,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25319,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.taylor-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.3064,-80.0554
320,Charleston Manor,1400 Mountaineer Drive,Booth,Taylor,WV,25320,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25320,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.taylor-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.3164,-80.0454
321,Mountain View Manor,1000 Main Street,Parsons,Tucker,WV,25321,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25321,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.tucker-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.0764,-79.50540000000001
322,Appalachian Village,1100 Mountain Avenue,Thomas,Tucker,WV,25322,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25322,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.tucker-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.0864,-79.4954
323,Coal Country Commons,1200 Appalachian Boulevard,Davis,Tucker,WV,25323,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25323,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.tucker-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.096399999999996,-79.4854
324,Mountaineer Village,1300 Coal Street,Hambleton,Tucker,WV,25324,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25324,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.tucker-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.106399999999994,-79.47540000000001
325,Charleston Manor,1400 Mountaineer Drive,Hendricks,Tucker,WV,25325,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25325,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.tucker-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.1164,-79.4654
326,Mountain View Manor,1000 Main Street,Middlebourne,Tyler,WV,25326,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25326,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.tyler-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4264,-80.9054
327,Appalachian Village,1100 Mountain Avenue,Sistersville,Tyler,WV,25327,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25327,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.tyler-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4364,-80.8954
328,Coal Country Commons,1200 Appalachian Boulevard,Friendly,Tyler,WV,25328,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25328,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.tyler-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4464,-80.88539999999999
329,Mountaineer Village,1300 Coal Street,Paden City,Tyler,WV,25329,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25329,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.tyler-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.456399999999995,-80.8754
330,Charleston Manor,1400 Mountaineer Drive,Pine Grove,Tyler,WV,25330,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25330,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.tyler-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4664,-80.8654
331,Mountain View Manor,1000 Main Street,Buckhannon,Upshur,WV,25331,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25331,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.upshur-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9264,-80.28540000000001
332,Appalachian Village,1100 Mountain Avenue,Philippi,Upshur,WV,25332,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25332,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.upshur-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9364,-80.2754
333,Coal Country Commons,1200 Appalachian Boulevard,Adrian,Upshur,WV,25333,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25333,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.upshur-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9464,-80.2654
334,Mountaineer Village,1300 Coal Street,French Creek,Upshur,WV,25334,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25334,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.upshur-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.956399999999995,-80.25540000000001
335,Charleston Manor,1400 Mountaineer Drive,Tennerton,Upshur,WV,25335,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25335,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.upshur-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9664,-80.2454
336,Mountain View Manor,1000 Main Street,Wayne,Wayne,WV,25336,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25336,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.wayne-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1764,-82.48540000000001
337,Appalachian Village,1100 Mountain Avenue,Kenova,Wayne,WV,25337,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25337,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.wayne-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1864,-82.47540000000001
338,Coal Country Commons,1200 Appalachian Boulevard,Ceredo,Wayne,WV,25338,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25338,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.wayne-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1964,-82.4654
339,Mountaineer Village,1300 Coal Street,Lavalette,Wayne,WV,25339,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25339,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.wayne-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.206399999999995,-82.45540000000001
340,Charleston Manor,1400 Mountaineer Drive,East Lynn,Wayne,WV,25340,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25340,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.wayne-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.2164,-82.4454
341,Mountain View Manor,1000 Main Street,Webster Springs,Webster,WV,25341,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25341,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.webster-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.4264,-80.45540000000001
342,Appalachian Village,1100 Mountain Avenue,Addison,Webster,WV,25342,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25342,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.webster-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.4364,-80.4454
343,Coal Country Commons,1200 Appalachian Boulevard,Cowen,Webster,WV,25343,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25343,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.webster-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.4464,-80.4354
344,Mountaineer Village,1300 Coal Street,Hacker Valley,Webster,WV,25344,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25344,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.webster-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.456399999999995,-80.42540000000001
345,Charleston Manor,1400 Mountaineer Drive,Replete,Webster,WV,25345,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25345,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.webster-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.4664,-80.4154
346,Mountain View Manor,1000 Main Street,New Martinsville,Wetzel,WV,25346,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25346,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.wetzel-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.476400000000005,-80.70540000000001
347,Appalachian Village,1100 Mountain Avenue,Paden City,Wetzel,WV,25347,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25347,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.wetzel-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4864,-80.6954
348,Coal Country Commons,1200 Appalachian Boulevard,Pine Grove,Wetzel,WV,25348,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25348,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.wetzel-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4964,-80.6854
349,Mountaineer Village,1300 Coal Street,Hundred,Wetzel,WV,25349,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25349,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.wetzel-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.5064,-80.67540000000001
350,Charleston Manor,1400 Mountaineer Drive,Reader,Wetzel,WV,25350,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25350,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.wetzel-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.516400000000004,-80.6654
351,Mountain View Manor,1000 Main Street,Elizabeth,Wirt,WV,25351,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25351,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.wirt-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.876400000000004,-81.48540000000001
352,Appalachian Village,1100 Mountain Avenue,Burning Springs,Wirt,WV,25352,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25352,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.wirt-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.8864,-81.47540000000001
353,Coal Country Commons,1200 Appalachian Boulevard,Palestine,Wirt,WV,25353,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25353,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.wirt-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.8964,-81.4654
354,Mountaineer Village,1300 Coal Street,Creston,Wirt,WV,25354,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25354,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.wirt-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9064,-81.45540000000001
355,Charleston Manor,1400 Mountaineer Drive,Reedy,Wirt,WV,25355,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25355,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.wirt-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9164,-81.4454
356,Mountain View Manor,1000 Main Street,Parkersburg,Wood,WV,25356,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25356,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.226400000000005,-81.6054
357,Appalachian Village,1100 Mountain Avenue,Vienna,Wood,WV,25357,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25357,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2364,-81.5954
358,Coal Country Commons,1200 Appalachian Boulevard,Williamstown,Wood,WV,25358,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25358,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2464,-81.58539999999999
359,Mountaineer Village,1300 Coal Street,Mineral Wells,Wood,WV,25359,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25359,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2564,-81.5754
360,Charleston Manor,1400 Mountaineer Drive,North Hills,Wood,WV,25360,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25360,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.266400000000004,-81.5654
361,Huntington Commons,1500 Charleston Avenue,Parkersburg,Wood,WV,25361,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25361,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2764,-81.55539999999999
362,Morgantown Village,1600 Huntington Boulevard,Vienna,Wood,WV,25362,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25362,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2864,-81.5454
363,Martinsburg Manor,1700 Morgantown Street,Williamstown,Wood,WV,25363,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25363,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.296400000000006,-81.5354
364,Parkersburg Commons,1800 Martinsburg Drive,Mineral Wells,Wood,WV,25364,(304) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,28,WV-ALF-25364,West Virginia Department of Health and Human Resources,2024-11-09,88,False,True,True,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.306400000000004,-81.6054
365,Wheeling Village,1900 Parkersburg Avenue,North Hills,Wood,WV,25365,(304) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,29,WV-ALF-25365,West Virginia Department of Health and Human Resources,2024-03-10,89,True,False,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.3164,-81.5954
366,Bridgeport Manor,2000 Wheeling Boulevard,Parkersburg,Wood,WV,25366,(304) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,30,WV-ALF-25366,West Virginia Department of Health and Human Resources,2024-04-11,90,False,True,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.226400000000005,-81.58539999999999
367,Clarksburg Commons,2100 Bridgeport Street,Vienna,Wood,WV,25367,(304) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,31,WV-ALF-25367,West Virginia Department of Health and Human Resources,2024-05-12,91,False,False,False,https://www.wood-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2364,-81.5754
368,Mountain View Manor,1000 Main Street,Pineville,Wyoming,WV,25368,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25368,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.wyoming-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.5264,-81.62540000000001
369,Appalachian Village,1100 Mountain Avenue,Mullens,Wyoming,WV,25369,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25369,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.wyoming-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.5364,-81.61540000000001
370,Coal Country Commons,1200 Appalachian Boulevard,Oceana,Wyoming,WV,25370,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25370,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.wyoming-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.5464,-81.6054
371,Mountaineer Village,1300 Coal Street,Brenton,Wyoming,WV,25371,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25371,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.wyoming-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.5564,-81.59540000000001
372,Charleston Manor,1400 Mountaineer Drive,Hanover,Wyoming,WV,25372,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25372,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.wyoming-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.5664,-81.5854
