id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sunflower Manor,1000 Main Street,Iola,Allen,KS,66001,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70001,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.allen-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.876400000000004,-95.47540000000001
79,Jayhawk Village,1300 Prairie Drive,Clay Center,Clay,KS,66079,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70079,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.clay-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.356399999999994,-97.14540000000001
80,Wichita Commons,1400 Wheat Street,Clay Center,Clay,KS,66080,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70080,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.clay-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3664,-97.1354
81,Sunflower Manor,1000 Main Street,Concordia,Cloud,KS,66081,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70081,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.cloud-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.476400000000005,-97.67540000000001
82,Prairie Village,1100 Kansas Avenue,Concordia,Cloud,KS,66082,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70082,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.cloud-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.4864,-97.6654
83,Wheat Country Commons,1200 Sunflower Boulevard,Concordia,Cloud,KS,66083,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70083,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.cloud-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.4964,-97.6554
84,Jayhawk Village,1300 Prairie Drive,Concordia,Cloud,KS,66084,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70084,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.cloud-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.5064,-97.64540000000001
85,Wichita Commons,1400 Wheat Street,Concordia,Cloud,KS,66085,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70085,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.cloud-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.516400000000004,-97.6354
86,Sunflower Manor,1000 Main Street,Burlington,Coffey,KS,66086,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70086,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.coffey-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.126400000000004,-95.7754
87,Prairie Village,1100 Kansas Avenue,Burlington,Coffey,KS,66087,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70087,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.coffey-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.1364,-95.7654
88,Wheat Country Commons,1200 Sunflower Boulevard,Burlington,Coffey,KS,66088,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70088,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.coffey-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.1464,-95.7554
89,Jayhawk Village,1300 Prairie Drive,Burlington,Coffey,KS,66089,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70089,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.coffey-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.1564,-95.7454
90,Wichita Commons,1400 Wheat Street,Burlington,Coffey,KS,66090,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70090,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.coffey-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.1664,-95.7354
91,Sunflower Manor,1000 Main Street,Coldwater,Comanche,KS,66091,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70091,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.comanche-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.126400000000004,-99.37540000000001
92,Prairie Village,1100 Kansas Avenue,Coldwater,Comanche,KS,66092,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70092,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.comanche-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.1364,-99.36540000000001
93,Wheat Country Commons,1200 Sunflower Boulevard,Coldwater,Comanche,KS,66093,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70093,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.comanche-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.1464,-99.3554
94,Jayhawk Village,1300 Prairie Drive,Coldwater,Comanche,KS,66094,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70094,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.comanche-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.1564,-99.34540000000001
95,Wichita Commons,1400 Wheat Street,Coldwater,Comanche,KS,66095,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70095,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.comanche-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.1664,-99.3354
96,Sunflower Manor,1000 Main Street,Winfield,Cowley,KS,66096,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70096,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.cowley-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.0764,-96.87540000000001
97,Prairie Village,1100 Kansas Avenue,Winfield,Cowley,KS,66097,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70097,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.cowley-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.0864,-96.86540000000001
98,Wheat Country Commons,1200 Sunflower Boulevard,Winfield,Cowley,KS,66098,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70098,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.cowley-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.096399999999996,-96.8554
99,Jayhawk Village,1300 Prairie Drive,Winfield,Cowley,KS,66099,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70099,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.cowley-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.106399999999994,-96.84540000000001
100,Wichita Commons,1400 Wheat Street,Winfield,Cowley,KS,66100,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70100,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.cowley-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.1164,-96.8354
101,Sunflower Manor,1000 Main Street,Pittsburg,Crawford,KS,66101,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70101,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.226400000000005,-94.7754
102,Prairie Village,1100 Kansas Avenue,Pittsburg,Crawford,KS,66102,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70102,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2364,-94.7654
103,Wheat Country Commons,1200 Sunflower Boulevard,Pittsburg,Crawford,KS,66103,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70103,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2464,-94.7554
104,Jayhawk Village,1300 Prairie Drive,Pittsburg,Crawford,KS,66104,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70104,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2564,-94.7454
105,Wichita Commons,1400 Wheat Street,Pittsburg,Crawford,KS,66105,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70105,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.266400000000004,-94.7354
106,Topeka Manor,1500 Jayhawk Avenue,Pittsburg,Crawford,KS,66106,(321) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,KS-ACH-70106,Kansas Department for Aging and Disability Services,2024-08-06,80,False,False,False,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2764,-94.7254
107,Overland Park Village,1600 Wichita Boulevard,Pittsburg,Crawford,KS,66107,(322) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,KS-ACH-70107,Kansas Department for Aging and Disability Services,2024-09-07,81,True,True,False,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2864,-94.7154
108,Kansas City Commons,1700 Topeka Drive,Pittsburg,Crawford,KS,66108,(323) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,KS-ACH-70108,Kansas Department for Aging and Disability Services,2024-10-08,82,False,False,False,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.296400000000006,-94.7054
109,Lawrence Manor,1800 Overland Park Street,Pittsburg,Crawford,KS,66109,(324) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,33,KS-ACH-70109,Kansas Department for Aging and Disability Services,2024-11-09,83,False,True,True,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.306400000000004,-94.7754
110,Manhattan Village,1900 Kansas City Avenue,Pittsburg,Crawford,KS,66110,(325) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,34,KS-ACH-70110,Kansas Department for Aging and Disability Services,2024-03-10,84,True,False,False,https://www.crawford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.3164,-94.7654
111,Sunflower Manor,1000 Main Street,Oberlin,Decatur,KS,66111,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70111,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.decatur-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7764,-100.47540000000001
112,Prairie Village,1100 Kansas Avenue,Oberlin,Decatur,KS,66112,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70112,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.decatur-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7864,-100.4654
113,Wheat Country Commons,1200 Sunflower Boulevard,Oberlin,Decatur,KS,66113,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70113,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.decatur-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7964,-100.4554
114,Jayhawk Village,1300 Prairie Drive,Oberlin,Decatur,KS,66114,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70114,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.decatur-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.8064,-100.4454
115,Wichita Commons,1400 Wheat Street,Oberlin,Decatur,KS,66115,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70115,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.decatur-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.8164,-100.4354
116,Sunflower Manor,1000 Main Street,Abilene,Dickinson,KS,66116,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70116,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.dickinson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.8264,-97.0754
117,Prairie Village,1100 Kansas Avenue,Abilene,Dickinson,KS,66117,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70117,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.dickinson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.8364,-97.0654
118,Wheat Country Commons,1200 Sunflower Boulevard,Abilene,Dickinson,KS,66118,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70118,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.dickinson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.846399999999996,-97.05539999999999
119,Jayhawk Village,1300 Prairie Drive,Abilene,Dickinson,KS,66119,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70119,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.dickinson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.856399999999994,-97.0454
120,Wichita Commons,1400 Wheat Street,Abilene,Dickinson,KS,66120,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70120,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.dickinson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.8664,-97.0354
