id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Palmetto Manor,1000 Main Street,Abbeville,Abbeville,SC,29001,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50001,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.abbeville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1282,-82.41900000000001
311,Midlands Commons,1500 Gamecock Boulevard,Columbia,Richland,SC,29311,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50311,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.0,-80.89
312,Pee Dee Village,1600 Tiger Drive,Columbia,Richland,SC,29312,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50312,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.01,-80.88000000000001
313,Coastal Manor,1700 Clemson Street,Columbia,Richland,SC,29313,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50313,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.02,-80.87
314,Carolina Commons,1800 USC Avenue,Columbia,Richland,SC,29314,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50314,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.03,-80.94000000000001
315,Gamecock Village,1900 Citadel Drive,Columbia,Richland,SC,29315,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50315,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.04,-80.93
316,Tiger Manor,2000 Ashley Street,Columbia,Richland,SC,29316,(813) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,SC-ALF-50316,South Carolina Department of Health and Environmental Control,2024-04-11,85,False,True,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.95,-80.92
317,Clemson Commons,2100 Cooper Avenue,Columbia,Richland,SC,29317,(814) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,SC-ALF-50317,South Carolina Department of Health and Environmental Control,2024-05-12,86,False,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.96,-80.91000000000001
318,USC Village,2200 Congaree Drive,Columbia,Richland,SC,29318,(815) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,SC-ALF-50318,South Carolina Department of Health and Environmental Control,2024-06-13,87,True,True,True,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.97,-80.9
319,Citadel Manor,2300 Santee Street,Columbia,Richland,SC,29319,(816) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,SC-ALF-50319,South Carolina Department of Health and Environmental Control,2024-07-14,88,False,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.98,-80.89
320,Ashley River Commons,2400 Edisto Avenue,Columbia,Richland,SC,29320,(817) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,SC-ALF-50320,South Carolina Department of Health and Environmental Control,2024-08-15,89,False,True,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.99,-80.88000000000001
321,Cooper River Village,2500 Hilton Head Boulevard,Columbia,Richland,SC,29321,(818) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,50,SC-ALF-50321,South Carolina Department of Health and Environmental Control,2024-09-16,90,True,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.0,-80.87
322,Congaree Manor,2600 Myrtle Beach Drive,Columbia,Richland,SC,29322,(819) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,51,SC-ALF-50322,South Carolina Department of Health and Environmental Control,2024-10-17,91,False,True,True,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.01,-80.94000000000001
323,Santee Commons,2700 Grand Strand Avenue,Columbia,Richland,SC,29323,(820) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,52,SC-ALF-50323,South Carolina Department of Health and Environmental Control,2024-11-18,92,False,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.02,-80.93
324,Edisto Village,2800 Blue Ridge Street,Columbia,Richland,SC,29324,(821) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,53,SC-ALF-50324,South Carolina Department of Health and Environmental Control,2024-03-19,93,True,True,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.03,-80.92
325,Hilton Head Manor,2900 Piedmont Drive,Columbia,Richland,SC,29325,(822) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,54,SC-ALF-50325,South Carolina Department of Health and Environmental Control,2024-04-20,94,False,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.04,-80.91000000000001
326,Palmetto Manor,1000 Main Street,Saluda,Saluda,SC,29326,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50326,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.saluda-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.879000000000005,-81.81320000000001
327,Magnolia Village,1100 Palmetto Avenue,Saluda,Saluda,SC,29327,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50327,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.saluda-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.889,-81.8032
328,Azalea Commons,1200 Magnolia Drive,Saluda,Saluda,SC,29328,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50328,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.saluda-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.899,-81.7932
329,Lowcountry Village,1300 Azalea Street,Saluda,Saluda,SC,29329,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50329,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.saluda-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.909,-81.78320000000001
330,Upstate Manor,1400 Carolina Avenue,Saluda,Saluda,SC,29330,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50330,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.saluda-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.919000000000004,-81.7732
331,Midlands Commons,1500 Gamecock Boulevard,Saluda,Saluda,SC,29331,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50331,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.saluda-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.929,-81.7632
332,Palmetto Manor,1000 Main Street,Spartanburg,Spartanburg,SC,29332,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50332,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8996,-81.97200000000001
333,Magnolia Village,1100 Palmetto Avenue,Spartanburg,Spartanburg,SC,29333,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50333,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9096,-81.962
334,Azalea Commons,1200 Magnolia Drive,Spartanburg,Spartanburg,SC,29334,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50334,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.919599999999996,-81.952
335,Lowcountry Village,1300 Azalea Street,Spartanburg,Spartanburg,SC,29335,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50335,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.92959999999999,-81.94200000000001
336,Upstate Manor,1400 Carolina Avenue,Spartanburg,Spartanburg,SC,29336,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50336,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9396,-81.932
337,Midlands Commons,1500 Gamecock Boulevard,Spartanburg,Spartanburg,SC,29337,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50337,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9496,-81.922
338,Pee Dee Village,1600 Tiger Drive,Spartanburg,Spartanburg,SC,29338,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50338,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.959599999999995,-81.912
339,Coastal Manor,1700 Clemson Street,Spartanburg,Spartanburg,SC,29339,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50339,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9696,-81.902
340,Carolina Commons,1800 USC Avenue,Spartanburg,Spartanburg,SC,29340,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50340,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9796,-81.97200000000001
341,Gamecock Village,1900 Citadel Drive,Spartanburg,Spartanburg,SC,29341,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50341,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.989599999999996,-81.962
342,Tiger Manor,2000 Ashley Street,Spartanburg,Spartanburg,SC,29342,(813) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,SC-ALF-50342,South Carolina Department of Health and Environmental Control,2024-04-11,85,False,True,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8996,-81.952
343,Clemson Commons,2100 Cooper Avenue,Spartanburg,Spartanburg,SC,29343,(814) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,SC-ALF-50343,South Carolina Department of Health and Environmental Control,2024-05-12,86,False,False,False,https://www.spartanburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9096,-81.94200000000001
344,Palmetto Manor,1000 Main Street,Sumter,Sumter,SC,29344,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50344,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.870400000000004,-80.3814
345,Magnolia Village,1100 Palmetto Avenue,Sumter,Sumter,SC,29345,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50345,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8804,-80.3714
346,Azalea Commons,1200 Magnolia Drive,Sumter,Sumter,SC,29346,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50346,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8904,-80.36139999999999
347,Lowcountry Village,1300 Azalea Street,Sumter,Sumter,SC,29347,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50347,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9004,-80.3514
348,Upstate Manor,1400 Carolina Avenue,Sumter,Sumter,SC,29348,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50348,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9104,-80.3414
349,Midlands Commons,1500 Gamecock Boulevard,Sumter,Sumter,SC,29349,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50349,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9204,-80.33139999999999
350,Pee Dee Village,1600 Tiger Drive,Sumter,Sumter,SC,29350,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50350,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9304,-80.3214
351,Coastal Manor,1700 Clemson Street,Sumter,Sumter,SC,29351,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50351,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.940400000000004,-80.31139999999999
352,Carolina Commons,1800 USC Avenue,Sumter,Sumter,SC,29352,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50352,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9504,-80.3814
353,Gamecock Village,1900 Citadel Drive,Sumter,Sumter,SC,29353,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50353,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.sumter-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9604,-80.3714
354,Palmetto Manor,1000 Main Street,Union,Union,SC,29354,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50354,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.union-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.6704,-81.66290000000001
355,Magnolia Village,1100 Palmetto Avenue,Union,Union,SC,29355,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50355,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.union-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.6804,-81.6529
356,Azalea Commons,1200 Magnolia Drive,Union,Union,SC,29356,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50356,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.union-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.6904,-81.6429
357,Lowcountry Village,1300 Azalea Street,Union,Union,SC,29357,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50357,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.union-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.700399999999995,-81.6329
358,Upstate Manor,1400 Carolina Avenue,Union,Union,SC,29358,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50358,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.union-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7104,-81.6229
359,Midlands Commons,1500 Gamecock Boulevard,Union,Union,SC,29359,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50359,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.union-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7204,-81.6129
360,Palmetto Manor,1000 Main Street,Kingstree,Williamsburg,SC,29360,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50360,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.williamsburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.572100000000006,-79.69560000000001
361,Magnolia Village,1100 Palmetto Avenue,Kingstree,Williamsburg,SC,29361,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50361,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.williamsburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.582100000000004,-79.68560000000001
362,Azalea Commons,1200 Magnolia Drive,Kingstree,Williamsburg,SC,29362,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50362,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.williamsburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.5921,-79.6756
363,Lowcountry Village,1300 Azalea Street,Kingstree,Williamsburg,SC,29363,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50363,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.williamsburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.6021,-79.66560000000001
364,Upstate Manor,1400 Carolina Avenue,Kingstree,Williamsburg,SC,29364,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50364,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.williamsburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.612100000000005,-79.6556
365,Midlands Commons,1500 Gamecock Boulevard,Kingstree,Williamsburg,SC,29365,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50365,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.williamsburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.6221,-79.6456
366,Palmetto Manor,1000 Main Street,York,York,SC,29366,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50366,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.944300000000005,-81.28120000000001
367,Magnolia Village,1100 Palmetto Avenue,York,York,SC,29367,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50367,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9543,-81.27120000000001
368,Azalea Commons,1200 Magnolia Drive,York,York,SC,29368,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50368,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9643,-81.2612
369,Lowcountry Village,1300 Azalea Street,York,York,SC,29369,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50369,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9743,-81.25120000000001
370,Upstate Manor,1400 Carolina Avenue,York,York,SC,29370,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50370,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.984300000000005,-81.2412
371,Midlands Commons,1500 Gamecock Boulevard,York,York,SC,29371,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50371,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9943,-81.2312
372,Pee Dee Village,1600 Tiger Drive,York,York,SC,29372,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50372,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,35.0043,-81.22120000000001
373,Coastal Manor,1700 Clemson Street,York,York,SC,29373,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50373,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,35.014300000000006,-81.2112
374,Carolina Commons,1800 USC Avenue,York,York,SC,29374,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50374,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,35.024300000000004,-81.28120000000001
375,Gamecock Village,1900 Citadel Drive,York,York,SC,29375,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50375,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,35.0343,-81.27120000000001
376,Tiger Manor,2000 Ashley Street,York,York,SC,29376,(813) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,SC-ALF-50376,South Carolina Department of Health and Environmental Control,2024-04-11,85,False,True,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.944300000000005,-81.2612
377,Clemson Commons,2100 Cooper Avenue,York,York,SC,29377,(814) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,SC-ALF-50377,South Carolina Department of Health and Environmental Control,2024-05-12,86,False,False,False,https://www.york-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9543,-81.25120000000001
