id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Buckeye Manor,1000 Main Street,West Union,Adams,OH,43001,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40001,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
88,River View Manor,1300 Broad Street,Urbana,Champaign,OH,43088,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40088,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.champaign-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
89,Prairie Village,1400 Oak Street,Urbana,Champaign,OH,43089,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40089,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.champaign-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
90,Heritage House,1500 Maple Avenue,Urbana,Champaign,OH,43090,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40090,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.champaign-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
91,Sunrise Manor,1600 Pine Street,Urbana,Champaign,OH,43091,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40091,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.champaign-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
92,Lakeside Living,1700 Cedar Avenue,Urbana,Champaign,OH,43092,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40092,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.champaign-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
93,Buckeye Manor,1000 Main Street,Springfield,Clark,OH,43093,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40093,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.clark-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
94,Heartland Commons,1100 State Street,Springfield,Clark,OH,43094,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40094,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.clark-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
95,Ohio Valley Care,1200 High Street,Springfield,Clark,OH,43095,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40095,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.clark-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
96,River View Manor,1300 Broad Street,Springfield,Clark,OH,43096,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40096,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.clark-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
97,Prairie Village,1400 Oak Street,Springfield,Clark,OH,43097,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40097,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.clark-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
98,Heritage House,1500 Maple Avenue,Springfield,Clark,OH,43098,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40098,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.clark-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
99,Sunrise Manor,1600 Pine Street,Springfield,Clark,OH,43099,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40099,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.clark-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
100,Lakeside Living,1700 Cedar Avenue,Springfield,Clark,OH,43100,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40100,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.clark-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
101,Buckeye Manor,1000 Main Street,Batavia,Clermont,OH,43101,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40101,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.clermont-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.008100000000006,-84.2363
102,Heartland Commons,1100 State Street,Batavia,Clermont,OH,43102,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40102,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.clermont-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.018100000000004,-84.2263
103,Ohio Valley Care,1200 High Street,Batavia,Clermont,OH,43103,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40103,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.clermont-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.0281,-84.21629999999999
104,River View Manor,1300 Broad Street,Batavia,Clermont,OH,43104,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40104,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.clermont-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.0381,-84.2063
105,Prairie Village,1400 Oak Street,Batavia,Clermont,OH,43105,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40105,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.clermont-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.048100000000005,-84.1963
106,Heritage House,1500 Maple Avenue,Batavia,Clermont,OH,43106,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40106,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.clermont-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.0581,-84.18629999999999
107,Sunrise Manor,1600 Pine Street,Batavia,Clermont,OH,43107,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40107,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.clermont-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.0681,-84.1763
108,Lakeside Living,1700 Cedar Avenue,Batavia,Clermont,OH,43108,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40108,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.clermont-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.078100000000006,-84.16629999999999
109,Buckeye Manor,1000 Main Street,Clinton,Clinton,OH,43109,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40109,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.clinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
110,Heartland Commons,1100 State Street,Clinton,Clinton,OH,43110,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40110,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.clinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
111,Ohio Valley Care,1200 High Street,Clinton,Clinton,OH,43111,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40111,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.clinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
112,River View Manor,1300 Broad Street,Clinton,Clinton,OH,43112,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40112,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.clinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
113,Prairie Village,1400 Oak Street,Clinton,Clinton,OH,43113,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40113,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.clinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
114,Heritage House,1500 Maple Avenue,Clinton,Clinton,OH,43114,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40114,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.clinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
115,Sunrise Manor,1600 Pine Street,Clinton,Clinton,OH,43115,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40115,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.clinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
116,Lakeside Living,1700 Cedar Avenue,Clinton,Clinton,OH,43116,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40116,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.clinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
117,Buckeye Manor,1000 Main Street,Lisbon,Columbiana,OH,43117,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40117,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.columbiana-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
118,Heartland Commons,1100 State Street,Lisbon,Columbiana,OH,43118,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40118,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.columbiana-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
119,Ohio Valley Care,1200 High Street,Lisbon,Columbiana,OH,43119,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40119,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.columbiana-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
120,River View Manor,1300 Broad Street,Lisbon,Columbiana,OH,43120,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40120,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.columbiana-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
121,Prairie Village,1400 Oak Street,Lisbon,Columbiana,OH,43121,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40121,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.columbiana-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
122,Heritage House,1500 Maple Avenue,Lisbon,Columbiana,OH,43122,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40122,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.columbiana-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
123,Sunrise Manor,1600 Pine Street,Lisbon,Columbiana,OH,43123,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40123,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.columbiana-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
124,Lakeside Living,1700 Cedar Avenue,Lisbon,Columbiana,OH,43124,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40124,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.columbiana-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
125,Buckeye Manor,1000 Main Street,Coshocton,Coshocton,OH,43125,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40125,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.coshocton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
126,Heartland Commons,1100 State Street,Coshocton,Coshocton,OH,43126,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40126,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.coshocton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
127,Ohio Valley Care,1200 High Street,Coshocton,Coshocton,OH,43127,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40127,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.coshocton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
128,River View Manor,1300 Broad Street,Coshocton,Coshocton,OH,43128,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40128,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.coshocton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
129,Prairie Village,1400 Oak Street,Coshocton,Coshocton,OH,43129,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40129,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.coshocton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
130,Heritage House,1500 Maple Avenue,Coshocton,Coshocton,OH,43130,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40130,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.coshocton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
131,Sunrise Manor,1600 Pine Street,Coshocton,Coshocton,OH,43131,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40131,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.coshocton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
132,Lakeside Living,1700 Cedar Avenue,Coshocton,Coshocton,OH,43132,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40132,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.coshocton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
133,Buckeye Manor,1000 Main Street,Bucyrus,Crawford,OH,43133,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40133,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.crawford-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
134,Heartland Commons,1100 State Street,Bucyrus,Crawford,OH,43134,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40134,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.crawford-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
135,Ohio Valley Care,1200 High Street,Bucyrus,Crawford,OH,43135,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40135,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.crawford-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
136,River View Manor,1300 Broad Street,Bucyrus,Crawford,OH,43136,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40136,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.crawford-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
137,Prairie Village,1400 Oak Street,Bucyrus,Crawford,OH,43137,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40137,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.crawford-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
138,Heritage House,1500 Maple Avenue,Bucyrus,Crawford,OH,43138,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40138,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.crawford-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
139,Sunrise Manor,1600 Pine Street,Bucyrus,Crawford,OH,43139,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40139,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.crawford-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
140,Lakeside Living,1700 Cedar Avenue,Bucyrus,Crawford,OH,43140,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40140,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.crawford-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
141,Buckeye Manor,1000 Main Street,Cleveland,Cuyahoga,OH,43141,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40141,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.cuyahoga-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.4493,-81.73440000000001
